"統計期","性別","<b>總計</b>","印尼","菲律賓","泰國","越南","其他國籍","<b>產業移工</b>","產業移工/印尼","產業移工/菲律賓","產業移工/泰國","產業移工/越南","產業移工/其他國籍","<b>社福移工</b>","社福移工/印尼","社福移工/菲律賓","社福移工/泰國","社福移工/越南","社福移工/其他國籍","<b>其他</b>","其他/印尼","其他/菲律賓","其他/泰國","其他/越南","其他/其他國籍"
"107年 2月底","女",31333,19846,2159,143,9185,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 3月底","合計",51587,23707,2573,801,24505,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 3月底","男",20263,3845,425,661,15331,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 3月底","女",31324,19862,2148,140,9174,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 4月底","合計",51441,23694,2591,787,24368,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 4月底","男",20128,3838,430,648,15211,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 4月底","女",31313,19856,2161,139,9157,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 5月底","合計",51415,23606,2620,795,24393,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 5月底","男",20158,3848,439,658,15212,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 5月底","女",31257,19758,2181,137,9181,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 6月底","合計",51404,23740,2614,801,24248,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 6月底","男",20032,3870,430,661,15070,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 6月底","女",31372,19870,2184,140,9178,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 7月底","合計",51999,24043,2652,809,24494,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 7月底","男",20295,3933,450,670,15241,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 7月底","女",31704,20110,2202,139,9253,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 8月底","合計",51626,23988,2663,794,24180,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 8月底","男",20043,3940,454,654,14994,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 8月底","女",31583,20048,2209,140,9186,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 9月底","合計",51746,24015,2674,801,24255,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 9月底","男",20142,3970,458,662,15051,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 9月底","女",31604,20045,2216,139,9204,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 10月底","合計",51979,24118,2691,821,24348,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 10月底","男",20299,4036,466,684,15112,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 10月底","女",31680,20082,2225,137,9236,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 11月底","合計",51982,24176,2699,839,24267,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 11月底","男",20261,4057,471,699,15033,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 11月底","女",31721,20119,2228,140,9234,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 12月底","合計",51482,24053,2693,839,23896,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 12月底","男",19956,4038,472,700,14745,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 12月底","女",31526,20015,2221,139,9151,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年底","合計",48491,23318,2372,794,22006,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年底","男",18362,3893,416,656,13396,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年底","女",30129,19425,1956,138,8610,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 1月底","合計",50557,23879,2676,821,23180,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 1月底","男",19304,3943,475,686,14199,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 1月底","女",31253,19936,2201,135,8981,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 2月底","合計",50181,23769,2671,811,22929,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 2月底","男",19067,3898,471,676,14021,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 2月底","女",31114,19871,2200,135,8908,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 3月底","合計",49901,23605,2651,798,22846,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 3月底","男",18981,3874,468,665,13973,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 3月底","女",30920,19731,2183,133,8873,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 4月底","合計",49157,23143,2610,796,22607,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 4月底","男",18676,3770,451,660,13794,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 4月底","女",30481,19373,2159,136,8813,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 5月底","合計",48449,22822,2576,784,22266,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 5月底","男",18384,3732,438,652,13561,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 5月底","女",30065,19090,2138,132,8705,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 6月底","合計",46980,22305,2379,779,21516,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 6月底","男",17806,3666,398,645,13096,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 6月底","女",29174,18639,1981,134,8420,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 7月底","合計",47632,22625,2371,782,21853,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 7月底","男",18057,3708,398,645,13305,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 7月底","女",29575,18917,1973,137,8548,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 8月底","合計",47885,22856,2366,801,21861,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 8月底","男",18097,3754,402,661,13279,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 8月底","女",29788,19102,1964,140,8582,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 9月底","合計",48146,23022,2365,801,21957,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 9月底","男",18201,3784,405,662,13349,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 9月底","女",29945,19238,1960,139,8608,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 10月底","合計",48299,23107,2362,796,22033,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 10月底","男",18276,3789,406,655,13425,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 10月底","女",30023,19318,1956,141,8608,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 11月底","合計",48317,23135,2363,793,22025,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 11月底","男",18330,3824,409,654,13442,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 11月底","女",29987,19311,1954,139,8583,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 12月底","合計",48491,23318,2372,794,22006,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 12月底","男",18362,3893,416,656,13396,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 12月底","女",30129,19425,1956,138,8610,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"109年底","合計",52199,24665,2384,889,24260,1,23430,4370,532,841,17686,1,28663,20276,1850,47,6490,－,106,19,2,1,84,－
"109年底","男",20564,4127,461,741,15234,1,20038,3957,424,726,14930,1,463,161,35,14,253,－,63,9,2,1,51,－
"109年底","女",31635,20538,1923,148,9026,－,3392,413,108,115,2756,－,28200,20115,1815,33,6237,－,43,10,－,－,33,－
"109年 1月底","合計",48545,23474,2366,773,21931,1,21164,4149,487,721,15806,1,27219,19293,1878,51,5997,－,162,32,1,1,128,－
"109年 1月底","男",18272,3922,414,636,13299,1,17726,3744,375,620,12986,1,464,163,38,15,248,－,82,15,1,1,65,－
"109年 1月底","女",30273,19552,1952,137,8632,－,3438,405,112,101,2820,－,26755,19130,1840,36,5749,－,80,17,－,－,63,－
"109年 2月底","合計",49334,23593,2364,765,22611,1,21761,4156,487,713,16404,1,27403,19404,1876,50,6073,－,170,33,1,2,134,－
"109年 2月底","男",18855,3923,412,628,13891,1,18291,3747,376,611,13556,1,473,160,35,15,263,－,91,16,1,2,72,－
"109年 2月底","女",30479,19670,1952,137,8720,－,3470,409,111,102,2848,－,26930,19244,1841,35,5810,－,79,17,－,－,62,－
"109年 3月底","合計",49691,23534,2374,784,22998,1,22249,4225,500,733,16790,1,27374,19296,1872,50,6156,－,68,13,2,1,52,－
"109年 3月底","男",19266,3978,425,640,14222,1,18745,3812,389,624,13919,1,474,161,34,15,264,－,47,5,2,1,39,－
"109年 3月底","女",30425,19556,1949,144,8776,－,3504,413,111,109,2871,－,26900,19135,1838,35,5892,－,21,8,－,－,13,－
"109年 4月底","合計",49859,23484,2369,803,23202,1,22477,4252,506,752,16966,1,27311,19219,1861,50,6181,－,71,13,2,1,55,－
"109年 4月底","男",19493,4008,428,658,14398,1,18960,3837,392,641,14089,1,483,166,34,16,267,－,50,5,2,1,42,－
"109年 4月底","女",30366,19476,1941,145,8804,－,3517,415,114,111,2877,－,26828,19053,1827,34,5914,－,21,8,－,－,13,－
"109年 5月底","合計",50343,23631,2373,817,23521,1,22814,4285,510,767,17251,1,27450,19333,1861,49,6207,－,79,13,2,1,63,－
"109年 5月底","男",19857,4046,433,671,14706,1,19318,3875,397,655,14390,1,484,166,34,15,269,－,55,5,2,1,47,－
"109年 5月底","女",30486,19585,1940,146,8815,－,3496,410,113,112,2861,－,26966,19167,1827,34,5938,－,24,8,－,－,16,－
"109年 6月底","合計",50461,23645,2337,824,23654,1,22995,4304,502,773,17415,1,27382,19326,1833,50,6173,－,84,15,2,1,66,－
"109年 6月底","男",20082,4068,430,677,14906,1,19546,3901,394,660,14590,1,478,161,34,16,267,－,58,6,2,1,49,－
"109年 6月底","女",30379,19577,1907,147,8748,－,3449,403,108,113,2825,－,26904,19165,1799,34,5906,－,26,9,－,－,17,－
"109年 7月底","合計",51153,23950,2349,840,24013,1,23359,4344,506,789,17719,1,27704,19589,1841,50,6224,－,90,17,2,1,70,－
"109年 7月底","男",20432,4104,437,690,15200,1,19882,3933,399,673,14876,1,487,164,36,16,271,－,63,7,2,1,53,－
"109年 7月底","女",30721,19846,1912,150,8813,－,3477,411,107,116,2843,－,27217,19425,1805,34,5953,－,27,10,－,－,17,－
"109年 8月底","合計",51087,24173,2360,857,23696,1,23087,4371,516,807,17392,1,27911,19785,1842,49,6235,－,89,17,2,1,69,－
"109年 8月底","男",20214,4131,449,709,14924,1,19668,3958,411,692,14606,1,486,166,36,16,268,－,60,7,2,1,50,－
"109年 8月底","女",30873,20042,1911,148,8772,－,3419,413,105,115,2786,－,27425,19619,1806,33,5967,－,29,10,－,－,19,－
"109年 9月底","合計",51899,24324,2372,881,24321,1,23593,4397,525,831,17839,1,28209,19909,1845,49,6406,－,97,18,2,1,76,－
"109年 9月底","男",20687,4154,456,732,15344,1,20132,3982,418,715,15016,1,492,164,36,16,276,－,63,8,2,1,52,－
"109年 9月底","女",31212,20170,1916,149,8977,－,3461,415,107,116,2823,－,27717,19745,1809,33,6130,－,34,10,－,－,24,－
"109年 10月底","合計",52396,24459,2373,879,24684,1,23836,4390,529,829,18087,1,28457,20051,1842,49,6515,－,103,18,2,1,82,－
"109年 10月底","男",20923,4147,457,731,15587,1,20370,3977,419,715,15258,1,489,162,36,15,276,－,64,8,2,1,53,－
"109年 10月底","女",31473,20312,1916,148,9097,－,3466,413,110,114,2829,－,27968,19889,1806,34,6239,－,39,10,－,－,29,－
"109年 11月底","合計",52414,24547,2378,875,24613,1,23745,4393,531,827,17993,1,28562,20136,1845,47,6534,－,107,18,2,1,86,－
"109年 11月底","男",20831,4147,458,726,15499,1,20294,3976,421,711,15185,1,473,163,35,14,261,－,64,8,2,1,53,－
"109年 11月底","女",31583,20400,1920,149,9114,－,3451,417,110,116,2808,－,28089,19973,1810,33,6273,－,43,10,－,－,33,－
"109年 12月底","合計",52199,24665,2384,889,24260,1,23430,4370,532,841,17686,1,28663,20276,1850,47,6490,－,106,19,2,1,84,－
"109年 12月底","男",20564,4127,461,741,15234,1,20038,3957,424,726,14930,1,463,161,35,14,253,－,63,9,2,1,51,－
"109年 12月底","女",31635,20538,1923,148,9026,－,3392,413,108,115,2756,－,28200,20115,1815,33,6237,－,43,10,－,－,33,－
"110年底","合計",55805,26006,2452,1167,26179,1,26197,4642,619,1091,19844,1,29435,21346,1830,61,6198,－,173,18,3,15,137,－
"110年底","男",23465,4405,543,978,17538,1,22865,4234,505,950,17175,1,493,161,35,16,281,－,107,10,3,12,82,－
"110年底","女",32340,21601,1909,189,8641,－,3332,408,114,141,2669,－,28942,21185,1795,45,5917,－,66,8,－,3,55,－
"110年 1月底","合計",51256,24799,2387,904,23165,1,22502,4395,539,854,16713,1,28649,20384,1846,49,6370,－,105,20,2,1,82,－
"110年 1月底","男",19735,4154,464,754,14362,1,19217,3982,427,737,14070,1,456,162,35,16,243,－,62,10,2,1,49,－
"110年 1月底","女",31521,20645,1923,150,8803,－,3285,413,112,117,2643,－,28193,20222,1811,33,6127,－,43,10,－,－,33,－
"110年 2月底","合計",50509,24922,2394,932,22260,1,21806,4412,547,883,15963,1,28598,20489,1845,48,6216,－,105,21,2,1,81,－
"110年 2月底","男",19093,4174,469,777,13672,1,18591,4001,432,760,13397,1,439,163,35,16,225,－,63,10,2,1,50,－
"110年 2月底","女",31416,20748,1925,155,8588,－,3215,411,115,123,2566,－,28159,20326,1810,32,5991,－,42,11,－,－,31,－
"110年 3月底","合計",51021,25114,2376,944,22586,1,22079,4407,542,891,16238,1,28828,20686,1832,52,6258,－,114,21,2,1,90,－
"110年 3月底","男",19425,4174,465,788,13997,1,18909,4002,427,769,13710,1,451,162,36,18,235,－,65,10,2,1,52,－
"110年 3月底","女",31596,20940,1911,156,8589,－,3170,405,115,122,2528,－,28377,20524,1796,34,6023,－,49,11,－,－,38,－
"110年 4月底","合計",51374,25178,2380,967,22848,1,22338,4420,548,912,16457,1,28913,20736,1830,53,6294,－,123,22,2,2,97,－
"110年 4月底","男",19690,4189,474,809,14217,1,19173,4018,437,789,13928,1,448,161,35,18,234,－,69,10,2,2,55,－
"110年 4月底","女",31684,20989,1906,158,8631,－,3165,402,111,123,2529,－,28465,20575,1795,35,6060,－,54,12,－,－,42,－
"110年 5月底","合計",51719,25417,2404,1003,22894,1,22524,4474,564,949,16536,1,29064,20921,1838,51,6254,－,131,22,2,3,104,－
"110年 5月底","男",19900,4243,489,843,14324,1,19373,4071,452,824,14025,1,454,162,35,16,241,－,73,10,2,3,58,－
"110年 5月底","女",31819,21174,1915,160,8570,－,3151,403,112,125,2511,－,28610,20759,1803,35,6013,－,58,12,－,－,46,－
"110年 6月底","合計",51976,25430,2402,1014,23129,1,22845,4499,564,959,16822,1,29004,20912,1836,51,6205,－,127,19,2,4,102,－
"110年 6月底","男",20228,4265,487,853,14622,1,19693,4095,451,834,14312,1,457,160,34,15,248,－,78,10,2,4,62,－
"110年 6月底","女",31748,21165,1915,161,8507,－,3152,404,113,125,2510,－,28547,20752,1802,36,5957,－,49,9,－,－,40,－
"110年 7月底","合計",52632,25450,2414,1040,23727,1,23537,4534,568,979,17455,1,28957,20897,1844,54,6162,－,138,19,2,7,110,－
"110年 7月底","男",20886,4296,490,875,15224,1,20336,4124,454,854,14903,1,463,162,34,15,252,－,87,10,2,6,69,－
"110年 7月底","女",31746,21154,1924,165,8503,－,3201,410,114,125,2552,－,28494,20735,1810,39,5910,－,51,9,－,1,41,－
"110年 8月底","合計",53293,25605,2407,1063,24217,1,24145,4587,575,997,17985,1,29010,20998,1830,57,6125,－,138,20,2,9,107,－
"110年 8月底","男",21501,4348,498,895,15759,1,20943,4176,461,872,15433,1,471,161,35,15,260,－,87,11,2,8,66,－
"110年 8月底","女",31792,21257,1909,168,8458,－,3202,411,114,125,2552,－,28539,20837,1795,42,5865,－,51,9,－,1,41,－
"110年 9月底","合計",53692,25821,2425,1092,24353,1,24416,4615,599,1022,18179,1,29126,21185,1824,58,6059,－,150,21,2,12,115,－
"110年 9月底","男",21819,4380,519,920,15999,1,21246,4205,481,894,15665,1,483,164,36,16,267,－,90,11,2,10,67,－
"110年 9月底","女",31873,21441,1906,172,8354,－,3170,410,118,128,2514,－,28643,21021,1788,42,5792,－,60,10,－,2,48,－
"110年 10月底","合計",54275,25933,2436,1117,24788,1,24907,4623,608,1044,18631,1,29218,21290,1826,60,6042,－,150,20,2,13,115,－
"110年 10月底","男",22283,4391,528,937,16426,1,21710,4216,491,910,16092,1,485,165,35,16,269,－,88,10,2,11,65,－
"110年 10月底","女",31992,21542,1908,180,8362,－,3197,407,117,134,2539,－,28733,21125,1791,44,5773,－,62,10,－,2,50,－
"110年 11月底","合計",55243,25984,2441,1142,25675,1,25732,4633,619,1068,19411,1,29350,21332,1820,61,6137,－,161,19,2,13,127,－
"110年 11月底","男",23073,4396,543,955,17178,1,22482,4225,506,928,16822,1,492,161,35,16,280,－,99,10,2,11,76,－
"110年 11月底","女",32170,21588,1898,187,8497,－,3250,408,113,140,2589,－,28858,21171,1785,45,5857,－,62,9,－,2,51,－
"110年 12月底","合計",55805,26006,2452,1167,26179,1,26197,4642,619,1091,19844,1,29435,21346,1830,61,6198,－,173,18,3,15,137,－
"110年 12月底","男",23465,4405,543,978,17538,1,22865,4234,505,950,17175,1,493,161,35,16,281,－,107,10,3,12,82,－
"110年 12月底","女",32340,21601,1909,189,8641,－,3332,408,114,141,2669,－,28942,21185,1795,45,5917,－,66,8,－,3,55,－
"111年底","合計",80331,27095,2632,1745,48858,1,47474,5375,754,1620,39724,1,32350,21677,1871,69,8733,－,507,43,7,56,401,－
"111年底","男",42202,5096,669,1469,34967,1,41307,4927,630,1402,34347,1,587,146,32,18,391,－,308,23,7,49,229,－
"111年底","女",38129,21999,1963,276,13891,－,6167,448,124,218,5377,－,31763,21531,1839,51,8342,－,199,20,－,7,172,－
"111年 1月底","合計",56878,26083,2460,1179,27155,1,27083,4632,623,1102,20725,1,29618,21433,1834,61,6290,－,177,18,3,16,140,－
"111年 1月底","男",24222,4395,546,988,18292,1,23613,4223,508,959,17922,1,499,162,35,16,286,－,110,10,3,13,84,－
"111年 1月底","女",32656,21688,1914,191,8863,－,3470,409,115,143,2803,－,29119,21271,1799,45,6004,－,67,8,－,3,56,－
"111年 2月底","合計",58581,26114,2454,1216,28796,1,28611,4629,621,1136,22224,1,29773,21467,1830,60,6416,－,197,18,3,20,156,－
"111年 2月底","男",25545,4386,545,1020,19593,1,24922,4218,507,988,19208,1,500,158,35,16,291,－,123,10,3,16,94,－
"111年 2月底","女",33036,21728,1909,196,9203,－,3689,411,114,148,3016,－,29273,21309,1795,44,6125,－,74,8,－,4,62,－
"111年 3月底","合計",61435,26179,2467,1245,31543,1,30921,4613,620,1155,24532,1,30278,21546,1844,61,6827,－,236,20,3,29,184,－
"111年 3月底","男",27556,4374,545,1045,21591,1,26888,4206,505,1004,21172,1,521,158,37,17,309,－,147,10,3,24,110,－
"111年 3月底","女",33879,21805,1922,200,9952,－,4033,407,115,151,3360,－,29757,21388,1807,44,6518,－,89,10,－,5,74,－
"111年 4月底","合計",64573,26209,2491,1274,34598,1,33495,4595,630,1182,27087,1,30817,21591,1858,61,7307,－,261,23,3,31,204,－
"111年 4月底","男",29811,4356,554,1073,23827,1,29104,4185,515,1029,23374,1,544,159,36,18,331,－,163,12,3,26,122,－
"111年 4月底","女",34762,21853,1937,201,10771,－,4391,410,115,153,3713,－,30273,21432,1822,43,6976,－,98,11,－,5,82,－
"111年 5月底","合計",66789,26456,2505,1321,36506,1,35203,4636,635,1223,28708,1,31297,21797,1867,63,7570,－,289,23,3,35,228,－
