no,w,county,country,gender,age,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q7,q8a,q8b,q8c,q8d,q8e,q9,q9a_2,q9a_3,q10,q11,q11a_1,q11a_2,q11a_3,q12,q12a1_1,q12a2_1,q12a1_2,q12a2_2,q12b_2,q12b_3,q12c_1,q12c_2,q12c_3,q12c_4,q121,q121a,q13,q13a_1,q13a_2,q13a,q14,q14a_1_1,q14a_2_1,q14b_1_1,q14b_2_1,q14a_1_2,q14a_2_2,q14b_1_2,q14b_2_2,q15,q15a,q16,q16a,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17b,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q20,q20a,q20b_1,q20b_2,q20b_3,q20b_4,q20b_5,q20b_6,q20b_7,q20b_8,q20c,q20d,q21,q21a,q22_1,q22_2,q22_3,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25,q25a,q25b,q25ba,q25baa,q25bb
FDI1603,59.32217954,5,9,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,1,2,1,2,1,1,1, , ,2,25000,22727,2273,0,2, , ,1,12,1, ,0,0,0,0,2,1,1,1,0,1,2, , , , ,8,8,3,0,1,1,1,2,1,1,0,1,0,2,1, ,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,1,3,1,0,1,1,0,0,0,0,3,2,1,1,1,1,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,1, , , , , 
FDI1609,58.46574653,5,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,2,2,1,1,2,1, ,1,18133,17000,1133,0,2, , ,2,6,1, ,0,0,0,0,2,1,1,2.76,0,2.76,2, , , , ,7,11,2,0,2, ,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,4,3,4,3,2,2,3,1,3,1,0,1,1,0,0,0,0,3,1,1,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FDI1615,57.91173586,5,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,1,2,3,1,1,1,2,1, ,3,27200,24000,3200,0,3, , , , , ,1,1,1,0,0,1, ,2, , , ,2, , , , ,7,8,6,0,2, ,1,2,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,1,1,1,0,0,1,1,0,0,0,3,1,2, ,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1, , , , , 
FDI1638,57.91173586,5,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,1,0,0,0,0,1,2,3,1,1,1,1, , ,3,21000,17000,3000,1000,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,5.5,7.5,1,0,2, ,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,1,2,1,1,1,1,1,1,1,0,1,0,0,0,1,0,3,4,2, ,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FDI1663,57.91173586,5,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,1,0,0,0,1,2,3,2,1,2,1, , ,3,19268,17000,2268,0,2, , ,1,12,1, ,0,0,0,0,1, ,1,2.89,0,2.89,2, , , , ,6,6,2,0,1,1,3, ,1,1,0,1,0,2,1, ,0,0,0,0,0,0,0,0,3,3,2,3,3,3,3,1,1,1,1,0,0,0,1,0,0,3,2,2, ,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
FDI1671,58.46574653,5,9,2,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,1,2,2,1,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,8,10,2,0,1,2,1,2,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,0,0,1,0,1,0,0,3,2,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
FDI1709,58.46574653,5,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,1,2,2,1,1,1,2,1, ,1,21268,17000,2268,2000,3, , , , , ,1,0,0,1,0,2,1,1,1,0,1,2, , , , ,7,8,3,0,1,5,1,3,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,1,3,0,0,0,0,0,1,0,0,3,2,1,2,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FDI1735,58.46574653,5,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,2,1,0,0,0,0,1,2,2,2,1,1,3, ,1,1,19267,17000,2267,0,3, , , , , ,1,1,1,1,0,2,1,2, , , ,2, , , , ,7,8,3,0,2, ,1,3,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,2,2,3,2,3,2,1,3,0,0,0,1,1,0,1,0,3,1,2, ,0,0,1,2,1,1,1,0,0,0,1,0,1,0,1,0,0,1, , , , , 
FDI1752,58.46574653,5,9,2,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,5,1,0,0,0,0,1,2,2,1,1,2,1, , ,1,22768,20500,2268,0,2, , ,1,12,1, ,0,0,0,0,2,1,1,1,30,1.5,2, , , , ,8,8,3,0,2, ,1,3,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,1,4,1,0,0,1,0,0,0,0,3,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FDI5722,57.91173586,5,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,1,0,0,0,1,2,3,2,1,1,1, , ,1,19267,17000,2267,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,7,9,5,0,1,2,1,2,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,3,2,1,1,1,0,1,1,0,0,0,0,3,1,2, ,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FDI5764,59.56183135,5,9,2,4,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,6,1,0,0,0,0,1,2,4,1,1,1,1, , ,1,20835,17000,2835,1000,3, , , , , ,1,1,0,1,0,2,1,1,2,0,2,2, , , , ,6,8,3,0,1,1,1,2,1,1,0,1,0,1,1, ,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,1,1,0,0,1,1,0,0,1,0,3,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
FDI5783,57.91173586,5,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,6,2,1,0,0,0,1,2,3,1,1,1,1, , ,1,22835,17000,2835,3000,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,7,8,3,0,1,2,1,3,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,2,1,1,1,0,0,1,1,1,0,0,0,3,2,2, ,1,0,0,2,0,1,1,1,0,0,1,0,1,0,1,0,0,1, , , , , 
FDI5793,59.56183135,5,9,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,2,4,1,1,1,1, , ,1,17500,17000,500,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,6.5,10,1,0,1,1,2, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,4,4,1,3,2,2,2,1,3,1,1,0,0,1,0,0,0,3,1,2, ,0,0,1,2,1,1,0,1,0,0,1,1,0,1,0,0,0,1, , , , , 
FDP1799,47.42467834,5,24,2,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,3,2,1,1,0,0,1,2,1,3,2,1,1, , ,1,19868,17000,2268,600,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,7,8,2,0,2, ,1,3,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,3,1,1,2,1,1,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,2,1,1,1, , 
FDV1832,58.39443358,5,33,2,3,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,2,1,0,0,0,1,2,3,1,4,2,3, ,1,1,19268,17000,2268,0,2, , ,1,12,1, ,0,0,0,0,2,1,1,2,0,2,2, , , , ,8,8,2,0,1,1,1,1,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,3,0,1,1,0,0,1,0,0,3,2,1,2,0,0,1,2,1,1,0,1,0,0,0,0,1,1,1,0,0,2,1,1,1, , 
FEI1890,58.99433596,6,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,1,2,2,1,1,1,1, , ,3,20000,17000,0,3000,2, , ,2,12,2, ,0,0,0,0,1, ,1,2.76,0,2.76,2, , , , ,7,9,3,0,1,1,2, ,1,1,0,1,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,2,1,2,1,1,3,0,1,1,0,0,1,0,0,3,1,2, ,0,0,1,2,0,0,1,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FEI1966,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,2,24000,21732,2268,0,3, , , , , ,1,1,0,0,0,1, ,1,2,0,2,2, , , , ,6,8,5,0,1,1,2, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,3,1,0,1,0,0,1,0,0,3,3,2, ,1,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,2,2, , , , 
FEI1968,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,2,3,2,1,1,1, , ,1,19500,17000,2500,0,2, , ,1,10,1, ,0,0,0,0,2,1,1,2.89,0,2.89,2, , , , ,7,7,3.5,0,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,1,3,1,0,1,1,0,0,0,0,3,4,1,2,0,0,1,2,1,0,0,1,0,0,0,0,1,1,1,0,0,1, , , , , 
FEI2006,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,1,0,0,0,1,2,3,2,1,1,1, , ,2,19835,17000,2835,0,3, , , , , ,1,0,0,1,0,2,1,1,3,30,3.5,2, , , , ,7,7,3.5,0,1,1,1,2,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0,0,0,3,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FEI2032,58.43531648,6,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,2,2,1,0,0,0,1,2,3,1,1,1,1, , ,3,19450,17000,2268,182,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,5,7,3.5,0,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,1,2,3,1,1,2,1,1,1,0,1,1,0,0,0,0,3,2,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
FEI5976,58.99433596,6,9,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,2,2,1,1,1,2,1, ,1,19268,17000,2268,0,3, , , , , ,1,1,1,0,0,1, ,1,1,30,1.5,2, , , , ,7,10,5,0,1,3,1,2,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,1,3,1,0,1,0,1,0,0,0,3,1,1,1,1,0,0,2,0,1,1,1,0,0,0,0,1,1,1,0,0,1, , , , , 
FEI5991,60.1003305,6,9,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,4,2,1,2,1, , ,1,20000,17000,2268,732,3, , , , , ,1,1,0,0,0,1, ,1,1,0,1,2, , , , ,5,7,2,30,1,1,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,3,0,0,1,0,1,0,1,0,3,2,2, ,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FEP2133,51.88183005,6,24,2,2,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,2,1,0,0,0,0,1,2,2,3,2,2,1, , ,2,23768,17000,2268,4500,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,6,9,3,0,2, ,2, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,2,3,1,1,1,0,1,0,0,0,1,0,3,4,1,2,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
FEV2159,68.49684862,6,33,2,3,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,5,1,0,0,0,0,1,2,3,2,4,1,1, , ,2,24835,17000,2835,5000,2, , ,2,10,1, ,0,0,0,0,1, ,1,2,0,2,2, , , , ,6,8,3,0,1,2,1,2,1,1,0,1,0,2,1, ,0,0,0,0,0,0,0,0,3,2,2,3,2,2,2,1,1,1,0,0,0,1,0,1,0,3,2,2, ,0,0,1,2,1,0,1,1,0,0,0,1,1,0,0,1,0,2,2, , , , 
FFP2265,53.29134699,7,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,2,3,2,2,2,1, , ,1,21000,17000,3000,1000,2, , ,2,12,1, ,0,0,0,0,1, ,1,3.21,0,3.21,2, , , , ,8,10,2,30,1,1,1,2,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,3,1,1,3,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
FFP6415,53.29134699,7,24,2,3,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,2,3,1,2,2,1, , ,1,21536,19268,2268,0,2, , ,2,10,1, ,0,0,0,0,2,1,1,4,0,4,2, , , , ,8,9,3,0,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,1,1,1,0,0,0,0,1,1,0,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
FFV6416,4.830532185,7,33,1,1,2,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,2,3,2,1,1,1,0,1,1,1,2,4,1,1, , ,1,22298,19463,2835,0,2, , ,2,12,1, ,0,0,0,0,2,1,1,2.5,0,2.5,1,8,8,3,0, , , , ,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,1,2,3,2,3,2,1,1,0,0,0,1,1,1,0,0,3,4,1,2,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,1,1, , , , , 
FGI2325,61.09423638,3,9,2,2,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2,2,1,1,2,1, , ,1,19268,17000,2268,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,1,7,8,4,0, , , , ,2, ,3, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,3,3,2,2,2,1,4,1,1,0,0,0,1,0,0,3,4,1,2,1,0,0,2,0,1,1,1,0,0,1,1,0,0,1,0,0,1, , , , , 
FGI2365,62.23959873,3,9,2,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,3,2,0,1,0,0,1,2,4,1,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,2, , , ,2, , , , ,6,8,3,0,1,1,1,2,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,1,1,1,1,1,0,0,0,0,0,3,2,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1, , , , , 
FGI2368,60.51531862,3,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,1,2,3,2,1,1,1, , ,1,20000,18750,1250,0,2, , ,2,6,1, ,0,0,0,0,1, ,1,4,0,4,2, , , , ,9,6,1,0,1,1,1,1,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,2,0,0,1,0,0,1,0,0,3,2,2, ,0,0,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,1, , , , , 
FGI2400,61.98917271,3,9,2,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,4,1,0,0,0,0,1,2,1,2,1,1,1, , ,1,21267,17000,2267,2000,3, , , , , ,1,1,0,1,0,2,1,1,5,0,5,2, , , , ,7,8,2,0,1,1,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,1,2,1,1,0,1,0,0,0,1,0,0,3,2,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2, , , , 
FGI2404,61.98917271,3,9,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,2,1,1,1,0,1,2,1,2,1,1,3, ,1,1,20400,18000,2400,0,3, , , , , ,1,1,0,1,0,2,1,1,3,0,3,2, , , , ,6,7,3,0,1,1,1,2,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,3,2,2,2,1,2,1,1,1,1,0,1,0,1,0,0,0,3,2,2, ,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
FGI2414,61.09423638,3,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1,0,0,0,1,2,2,2,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,0,0,1, ,1,2,0,2,2, , , , ,9,9,4,30,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,2,2,2,2,2,1,1,0,0,1,1,1,0,0,0,3,1,1,1,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1, , , , , 
FGI2420,61.09423638,3,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,3,2,1,0,0,0,1,2,2,2,1,2,3, ,1,1,21268,17000,2268,2000,3, , , , , ,1,1,1,0,0,1, ,2, , , ,2, , , , ,9,11,4,0,2, ,2, ,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,2,3,1,2,2,2,1,3,0,1,0,1,1,0,0,0,3,1,2, ,1,0,0,2,0,1,1,1,0,0,1,1,0,0,1,0,0,1, , , , , 
FGI2454,60.51531862,3,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,19835,17000,2835,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,2, , , , ,6,10,5,0,1,1,1,2,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,4,3,5,3,5,3,4,1,1,1,1,0,1,0,0,0,0,3,1,2, ,1,0,0,2,0,0,1,1,1,0,1,1,1,0,0,0,0,1, , , , , 
FGI2531,60.51531862,3,9,2,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,2,19835,17000,2835,0,3, , , , , ,1,1,0,1,0,2,1,1,2,0,2,2, , , , ,7,9,3,0,1,1,1,2,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,2,4,3,3,4,3,1,1,0,1,1,0,0,1,0,0,3,1,1,2,0,0,1,2,0,1,0,1,0,0,0,0,1,1,1,0,0,2,2, , , , 
FGI6460,62.23959873,3,9,2,4,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,1,2,4,2,1,2,1, , ,2,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,1,3.5,0,3.5,2, , , , ,8,9,2,30,1,1,1,2,1,1,1,1,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,3,3,1,2,1,3,1,0,1,1,0,0,0,0,3,2,2, ,1,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1, , , , , 
FGI6549,60.51531862,3,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,2,1,1,1, , ,1,22768,20000,2268,500,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,6,9,3,30,1,1,3, ,1,1,0,1,0,1,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,3,3,1,3,0,1,0,0,1,0,1,0,3,4,2, ,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,1,0,1, , , , , 
FGI6579,60.51531862,3,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,20000,17000,2268,732,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,8,9,4,0,1,1,1,3,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,1,0,1,0,1,0,3,4,2, ,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1,0,1, , , , , 
FGI6603,60.51531862,3,9,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,5,1,0,0,0,0,1,2,3,1,1,1,1, , ,1,18000,17000,1000,0,3, , , , , ,1,1,0,0,0,1, ,2, , , ,1,6.5,7,2,0, , , , ,1,1,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,2,2,1,2,1,2,2,1,3,0,0,1,1,0,1,0,0,3,2,1,2,1,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1, , , , , 
FGI6618,61.09423638,3,9,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,2,2,2,1,1,1, , ,1,18000,17000,1000,0,3, , , , , ,1,0,0,1,0,2,1,1,1,30,1.5,2, , , , ,7,8.5,1,0,1,1,1,3,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,4,2,1,4,2,1,4,1,1,1,0,1,0,1,0,0,0,3,1,1,1,0,0,1,2,0,1,1,0,0,0,1,1,0,1,0,0,0,1, , , , , 
FGI6648,7.180771273,3,9,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,3,1,1,1,1, , ,2,22536,19268,2268,1000,3, , , , , ,1,1,0,1,0,2,1,1,3.07,0,3.07,2, , , , ,7,8,3,0,1,1,3, ,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,1,0,0,0,0,1,0,3,4,2, ,0,0,1,2,0,1,1,1,0,0,1,0,1,1,0,0,0,1, , , , , 
FGP2567,58.54386895,3,24,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,2,2,2,1, , ,1,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,1,1,0,1,2, , , , ,8,9,3,0,1,1,2, ,1,1,1,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,2,0,0,1,1,0,1,0,0,3,4,2, ,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1, , , , , 
FGP6715,58.54386895,3,24,2,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,3,2,2,1,1, , ,3,19268,17000,2268,0,3, , , , , ,1,0,0,1,0,2,1,2, , , ,2, , , , ,6.5,8.5,3,0,1,1,1,3,1,1,1,0,0,1,1, ,0,0,0,0,0,0,0,0,3,4,4,3,2,3,3,1,1,0,1,1,0,0,1,0,0,3,4,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1, , , , , 
FGP6725,58.54386895,3,24,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,2,0,1,0,0,1,2,3,3,2,1,3, ,1,2,18000,17433,567,0,2, , ,1,11,1, ,0,0,0,0,2,1,1,3.07,0,3.07,1,6.5,8,2,30, , , , ,2, ,1,2,1,1,0,0,0,1,1, ,0,0,0,0,0,0,0,0,3,3,5,3,2,3,3,1,1,0,0,1,1,1,0,0,0,3,2,1,1,1,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1, , , , , 
FGT2582,1.793602424,3,30,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,3,1,3,1,1, , ,1,25500,24500,0,1000,1,4,12, , , , ,0,0,0,0,1, ,1,4,0,4,1,7,6,2,0, , , , ,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,0,0,0,0,0,2,2,1,2,1,1,1,1,1,0,0,1,1,1,0,0,0,3,2,1,2,1,1,0,2,0,1,1,1,0,0,1,1,0,0,0,0,0,1, , , , , 
