no,w,city,s1,s1.1,v1,v2,v3,v4,v5_1,v5_2,v5_3,v6,v6_o,v7_1,v7_2,v7_2_1,v7_3,v7_3_1,v7_3_1a,v7_3_1b,v7_3_1bo,v8,v8_1,v8_2,v8_3,v8_4,v8_5,v8_6,v8_7,v8_o,v9_1,v9_2,v9_3,v9_4,v9_5,v9_6,v9_o,v10,v10_1,v10_2,v10_3,v10_4,v10_5,v10_o,v10_1_1,v10_2_1,v10_3_1,v10_4_1,v10_5_1,v11,v11_1,v11_2,v11_3,v11_4,v11_o,v12,v12_1,v12_2,v12_3,v12_4,v12_5,v12_6,v12_7,v12_8,v12_o,v13,v13_1,v13_2,v13_3,v13_4,v13_5,v13_6,v13_7,v13_8,v13_9,v13_10,v13_11,v13_12,v13_o,v14,v15,v15_1,v16,v16_1,v17,v18_1,v18_2,v18_3,v18_4,v19,v19_1,v19_2,v19_3,v19_4,v19_5,v19_6,v19_o,v20,v20_1,v20_2,v20_3,v20_4,v20_5,v20_6,v20_o,v21,v21_1,v21_2,v21_3,v22,v22_1,v22_2,v22_3,v23_1,v23_2,v23_1_a,v23_2_a,v23_2_b,v23_2_c,v24,v25,v25_1,v25_2,v25_3,v25_4,v25_5,v25_6,v25_7,v25_8,v25_o,v26_1,v26_2,v26_3,v26_4,v26_5,v26_6,v26_7,v26_8,v26_9,v26_10,v26_11,v26_12,v26_13,v26_14,v26_15,v26_o
1,56,1,1,2,2,1,3,1,1,2,9,1, ,6660,1, ,1,1, ,3, ,2,0,0,0,4,0,0,0, ,1,2,0,0,5,0, ,1,1,0,3,0,0, ,463.32, ,154.44, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,1,2,0,1,17952,15840,2112,0,2,1,2,0,0,0,0, ,2,0,0,3,4,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0, 
2,59,1,1,2,2,1,2,2,2,3,0,1, ,72108,1, ,1,2,72108,2, ,1,0,0,0,0,0,0,0, ,1,0,0,4,5,0, ,1,1,2,3,0,0, ,321.75,128.7,257.4, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,2,0,0,0,0,0,0,9,0,0,0, ,1,1,2,2,1,1,18552,15840,2112,600,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,0,0,0,11,0,13,0,0, 
3,58,1,1,2,2,1,2,1,1,3,6,1, ,72108,2,6660,1,2,72108,2, ,1,0,0,0,0,0,0,0, ,1,0,0,0,5,0, ,1,1,0,3,4,0, ,600.6, ,34.32,68.64, ,1,1,2,3,0, ,1,0,0,0,0,0,0,0,0, ,1,0,2,0,0,0,0,7,8,9,0,0,0, ,2,2,0,2,0,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0, ,0,2,0,4,5,0,0,8,0,0,11,0,13,0,0, 
4,58,1,1,2,2,1,2,1,1,3,3,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,686.4,7.99999992792,343.2, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,0,0, ,1,0,2,0,0,0,0,0,0,9,0,0,0, ,1,1,1,3,0,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,2,0,0,3,4,0,0, ,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,2,3,4,0,6,0,8,0,0,11,0,13,0,0, 
5,59,1,1,1,2,1,2,1,3,6,0,3, ,2000,2,0,2, , , , ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,0,3,0,0, ,107.25, ,21.45, , ,1,1,2,3,0, ,1,0,0,0,0,0,0,0,0, ,1,0,2,3,0,0,0,0,0,0,0,0,0, ,1,2,0,3,0,1,18552,15840,2112,600,2,1,0,0,0,0,0, ,2,0,0,3,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,5,0,0,0,9,0,11,0,0,0,0, 
6,59,1,1,2,2,1,2,1,2,3,0,1, ,85625,1, ,1,2,85625,2, ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,283.14,141.57,283.14, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,.5,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,4,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,8,0,0,0,0,13,0,0, 
7,56,1,1,2,2,1,3,1,2,3,1,1, ,95725,2,10000,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,283.14,7.99999992792,257.4, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,0,0, ,1,0,2,3,0,0,6,7,8,9,0,0,0, ,1,1,3,3,0,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,1,0,0,0,0,0,0, ,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,2,3,4,5,6,0,0,0,0,11,0,13,0,0, 
8,56,1,1,2,2,1,3,1,2,3,0,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,514.8,102.96,102.96, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,0,0, ,1,0,2,3,0,0,0,0,0,9,0,0,0, ,1,1,3,3,0,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,2,0,0,3,4,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,3,0,0,6,0,0,0,0,11,0,0,0,0, 
9,59,1,1,2,2,1,2,1,2,3,0,1, ,85625,1, ,1,2,85625,3, ,2,0,0,0,4,0,0,0, ,1,0,0,4,0,0, ,1,1,2,3,0,0, ,589.875,117.975,471.9, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,2,3,0,0,0,0,0,0,0,0,0, ,1,1,1,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,2,1,0,0,0,0,0, ,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,0,0,0,11,0,13,0,0, 
10,61,1,1,2,2,1,1,1,2,3,0,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,0,3,0,0,0, ,1,1,2,3,0,0, ,150.15,7.99999992792,45.045, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,8,0,0,0,0, ,1,2,0,3,0,1,18480,15840,2640,0,2,1,0,3,0,5,0, ,2,1,0,3,4,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0, 
11,59,1,1,2,2,1,2,1,2,3,0,1, ,95725,2,8880,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,0,3,0,0, ,566.28, ,51.48, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,0,0, ,1,0,2,3,0,0,6,0,0,9,0,0,0, ,1,2,0,2,1,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,2,0,0,3,0,0,0, ,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0, 
12,59,1,1,2,2,1,2,1,2,3,0,1, ,72108,1, ,1,2,72108,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,321.75,128.7,257.4, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,0,10,0,0, ,1,1,2,2,1,1,18480,15840,2640,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,8,0,0,0,0,13,0,0, 
13,59,1,1,2,2,1,2,1,2,6,0,1, ,85725,2,4440,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,0,3,4,5,0, ,1,1,2,0,0,0, ,257.4,64.35, , , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,9,3,0,1,18552,15840,2112,600,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,2,0,4,5,6,0,0,0,0,11,0,13,0,0, 
14,56,1,1,2,2,1,3,1,2,3,0,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,0,3,4,5,0, ,1,1,2,3,0,0, ,94.38,47.19,47.19, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,2,3,0,1,17952,15840,2112,0,2,0,2,0,0,0,0, ,2,1,2,3,4,0,0, ,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,2,0,4,5,0,0,0,9,0,0,12,13,0,0, 
15,59,1,1,2,2,1,2,1,2,5,1,1, ,77544,1, ,1,2,77544,2, ,1,0,0,0,0,0,0,0, ,1,0,0,4,5,0, ,1,1,2,3,0,0, ,471.9,128.7,171.6, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,8,0,0,0,0, ,1,1,10.5,3,0,1,18480,15840,2640,0,2,1,0,0,0,5,0, ,2,0,0,3,0,5,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,3,0,0,6,0,0,9,0,0,0,13,0,0, 
16,61,1,1,2,2,1,1,2,2,3,0,1, ,99999998,1, ,1,1, ,3, ,2,0,0,0,4,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,772.2,154.44,96.525, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,2,2,1,1,17424,15840,1584,0,1,0,0,0,0,0,0, ,2,0,0,3,4,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0, 
17,58,1,1,2,2,1,2,1,2,5,11,1, ,85625,1, ,1,2,85625,2, ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,589.875,117.975,471.9, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,2,3,0,0,0,0,8,0,0,0,0, ,1,1,2,3,0,1,18480,15840,2640,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0, 
18,56,1,1,2,2,1,3,1,1,3,0,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,0,0,4,5,0, ,1,1,2,3,0,0, ,141.57,70.785,70.785, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,0,0,0,0, ,1,1,3,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0, 
19,59,1,1,2,2,1,2,1,2,3,0,1, ,99999998,1, ,1,1, ,2, ,1,0,0,0,0,0,0,0, ,1,0,0,4,0,0, ,1,1,0,3,0,0, ,283.14, ,212.355, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,1,1,1,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,8,9,0,0,0,13,0,0, 
20,56,1,1,2,2,1,3,1,4,9,0,1, ,77238,1, ,1,2,77238,2, ,1,0,0,0,0,0,0,0, ,1,0,0,0,5,0, ,1,1,0,3,0,0, ,495.495, ,25.74, , ,1,1,2,3,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,2,0,2,0,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,2,0,0,3,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,2,0,0,0,0,0,8,0,0,11,0,13,0,0, 
21,58,1,1,1,2,1,2,1,3,6,0,3, ,6830,2,0,2, , , , ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,257.4,7.99999992792,85.8, , ,1,1,2,0,0, ,2,1,0,0,0,0,6,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,2,0,2,1,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,3,0,5,6,7,0,0,0,0,0,0,0,0, 
22,59,1,1,2,2,1,2,1,3,6,0,1, ,76000,1, ,1,2,76000,3, ,2,0,0,0,4,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,707.85,141.57,566.28, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,6,0,0,0,0,0,0, ,1,1,1,2,1,1,19252,15840,2112,1300,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,8,0,0,11,0,13,0,0, 
23,59,1,1,2,2,1,2,1,1,3,0,1, ,85725,1, ,1,2,85725,3, ,2,0,0,0,4,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,141.57,70.785,70.785, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,2,0,3,0,1,17671,15559,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,8,0,0,11,0,13,0,0, 
24,59,1,1,2,2,1,2,1,2,3,11,1, ,72108,1, ,1,2,72108,1, ,1,0,0,0,0,0,0,0, ,1,0,0,4,0,0, ,1,1,2,3,0,0, ,353.925,141.57,283.14, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,2,0,2,1,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,4,0,0, ,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0, 
25,56,1,1,2,2,1,3,1,3,6,0,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,0,3,0,0, ,235.95, ,214.5, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,7,0, ,1,0,2,0,0,0,6,0,0,9,0,0,0, ,1,1,.5,3,0,1,17952,15840,2112,0,2,1,2,0,0,5,0, ,2,0,0,3,0,0,0, ,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,2,3,4,0,6,0,0,0,0,11,0,0,0,0, 
26,59,1,1,2,2,1,2,1,3,6,0,1, ,85625,1, ,1,2,85625,3, ,2,0,0,0,4,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,707.85,141.57,566.28, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,0,0,0,0,0, ,1,1,1,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,8,0,0,11,0,13,0,0, 
27,59,1,1,2,2,1,2,1,3,6,0,1, ,77544,1, ,2, , , , ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,47.19,23.595,23.595, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,1,3,0,1,17671,15559,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,4,0,0, ,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0, 
28,58,1,1,2,2,1,2,1,2,3,0,1, ,93225,2,6660,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,0,3,0,0, ,858, ,64.35, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,.5,2,1,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,2,0,0,3,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,3,0,0,6,0,0,0,0,11,0,0,0,0, 
29,57,1,1,2,2,1,2,1,2,3,0,1, ,85625,1, ,1,2,85625,2, ,1,0,0,0,0,0,0,0, ,1,0,0,4,0,0, ,1,1,2,3,4,0, ,429,171.6,343.2,68.64, ,1,1,2,3,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,7,0,0,10,0,0, ,1,1,3,3,0,1,18480,15840,2640,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,0,0,0,11,0,13,0,0, 
30,58,1,1,2,2,1,2,2,2,3,0,1, ,85725,1, ,1,2,85725,3, ,2,0,2,0,4,0,0,0, ,1,0,3,4,5,0, ,1,1,2,3,0,0, ,540.54,77.22,51.48, , ,1,1,2,0,0, ,2,1,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,1,2,1,1,18024,15840,1584,600,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,11,0,13,0,0, 
31,61,1,1,2,2,1,1,2,2,3,0,1, ,77544,1, ,2, , , , ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,188.76,94.38,94.38, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,2,3,0,1,18716,16004,2112,600,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0, 
32,54,1,1,2,2,1,4,1,2,3,3,1, ,77544,1, ,1,2,77544,3, ,2,0,0,0,4,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,188.76,94.38,94.38, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,2,3,0,1,17671,15559,2112,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0, 
33,58,1,1,2,2,1,2,2,2,3,1,1, ,85625,1, ,1,2,85625,2, ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,536.25,107.25,107.25, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,7,8,0,0,0,0, ,1,1,2,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,5,0,0,8,0,0,11,0,13,0,0, 
34,58,1,1,2,2,1,2,2,1,3,0,1, ,99999998,1, ,1,1, ,2, ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,0,3,0,0, ,205.92, ,102.96, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,2,3,0,1,18002,15890,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0, 
35,59,1,1,2,2,1,2,2,2,6,0,1, ,90725,2,4440,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,77.22,3.99999996396,77.22, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,2,3,0,0,6,0,0,9,0,0,0, ,1,1,2,2,1,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,1,0,0,0,0,0,0, ,1,1,2,3,1,0,0,3,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0, ,0,2,3,4,0,6,0,0,0,0,11,0,0,0,0, 
36,56,1,1,2,2,1,3,1,3,6,0,1, ,85725,1, ,1,2,85725,3, ,2,0,0,0,4,0,0,0, ,1,0,3,4,5,0, ,1,1,2,3,0,0, ,141.57,70.785,70.785, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,1,2,1,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,4,0,0,0,0,0,0,11,12,13,0,0, 
37,59,1,1,2,2,1,2,1,2,3,0,1, ,85725,1, ,1,2,85725,3, ,2,0,0,0,4,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,117.975,58.9875,58.9875, , ,1,1,2,0,0, ,2,0,0,0,0,0,0,0,8,薪水不好拿,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,2,0,3,0,1,17671,15559,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,0,0,0,11,0,13,0,0, 
38,61,1,1,2,2,1,1,1,2,3,0,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,0,3,4,5,0, ,1,1,2,3,0,0, ,411.84,102.96,205.92, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,0,0,3,0,0,0,0,8,0,0,0,0, ,1,2,0,3,0,1,17952,15840,2112,0,1,0,0,0,0,0,0, ,2,1,0,3,4,0,0, ,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,4,0,0,0,8,9,0,11,0,13,0,0, 
39,58,1,1,2,2,1,2,1,2,3,0,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,0,0,0,5,0, ,1,1,2,3,0,0, ,823.68,6.99999993693,102.96, , ,1,0,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,2,0,3,0,1,17952,15840,2112,0,2,1,0,0,0,5,0, ,2,0,0,3,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0, 
40,61,1,1,2,2,1,1,2,2,3,0,1, ,85625,1, ,1,2,85625,2, ,1,0,0,0,0,0,0,0, ,1,0,0,4,0,0, ,1,1,2,3,0,0, ,589.875,117.975,471.9, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,2,0,3,0,1,18480,15840,2640,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,8,0,0,11,0,0,0,0, 
41,56,1,1,2,2,1,3,1,2,3,0,1, ,85725,1, ,1,2,85725,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,0,0, ,1,1,2,3,0,0, ,85.8,42.9,42.9, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,1,1,4,3,0,1,18552,15840,2112,600,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0, 
42,59,1,1,2,2,1,2,1,3,6,0,1, ,85625,1, ,1,2,85625,2, ,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0, ,1,1,2,3,0,0, ,294.9375,58.9875,235.95, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,1,1,2,0,0,0,6,0,0,0,0,0,0, ,1,1,1,3,0,1,18480,15840,2640,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0, ,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,7,0,0,0,11,0,13,0,0, 
43,56,1,1,2,2,1,3,1,2,3,0,1, ,6660,2,3330,1,1, ,2, ,1,0,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1,1,2,3,0,0, ,241.3125,193.05,38.61, , ,1,1,2,0,0, ,1,0,0,0,0,0,0,0,0, ,2,0,0,0,0,0,0,0,0,0,0,0,0, ,2,1,1,2,1,1,19781,17669,2112,0,1,0,0,0,0,0,0, ,2,0,0,3,0,0,0, ,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,5,0,0,0,0,0,11,0,13,0,0, 
