no,w,nation,ind,industry,q1,q2,q3,q4,q5_1,q5_2,q5_3,q6,q6_o,q6_1,q7_1$,q7_2,q7_21$,q7_3,q7_3_1,q7_31$,q7_3_1b,q7_3_1bo,q8,q8_11,q8_12,q8_13,q8_14,q8_15,q8_16,q8_1o,q9_1,q9_2,q9_3,q9_4,q9_5,q9_6,q9_o,q10,q10_11,q10_12,q10_13,q10_14,q10_1o,t1,t2,t3,t4,q11,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q11_8,q11_1o,q12,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q12_7,q12_8,q12_9,q12_10,q12_11,q12_12,q12_1o,q13_1,q13_2,q13_3,q14_1,q14_2,q14_3,q14_4,q15,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_1o,q16,q16_1,q16_2,q16_3,q16_4,q16_5,q16_1o,q17,q17_1,q17_nt,q18,q19,q19_1,q19_2,q19_3,q19_4,q19_5,q19_6,q19_7,q19_8,q19_1o,q20,q20_1,q20_2,q20_3,q21,q21_1,q21_2,q21_3,q23,q22_1,q22_2,q22_1_a,q22_2_a,q22_2_b,q22_2_c,q24,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q24_8,q24_1o,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q25_7,q25_8,q25_9,q25_10,q25_11,q25_12,q25_13,q25_14,q25o
2167,2,3,2,26,1,2,4,3,2,5,0,1, ,2,54364,1, ,1,1, ,3, ,2,0,0,0,4,5,0, ,0,0,0,0,5,0, ,2,1,0,0,0, ,51.48, , , ,2,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,25,8,34,22046,18000,4046,0,2,1,0,0,0,0,0, ,2,0,0,3,0,0, ,1,2,2500,1,1,0,0,0,0,0,0,7,0, ,1,1,0,3,2, , , , , , , , , , ,2,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,13,0, 
2168,2,3,2,26,1,2,4,1,1,3,0,1, ,2,9999998,1, ,1,1, ,3, ,2,1,0,0,4,5,0, ,1,2,0,4,5,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,25,8,34,24321,19047,4250,1024,1, , , , , , , ,2,0,0,3,0,0, ,1,2,2500,3,1,0,0,0,0,0,6,0,0, ,1,1,0,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,0,0,0,0,0,0,0,0, 
2169,2,3,2,26,1,2,4,1,1,3,0,1, ,2,56798,1, ,1,1, ,3, ,2,0,0,0,0,5,0, ,1,0,3,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,24,8,34,23813,19047,3774,992,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,2,0,0,5,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,12,0,0, 
2170,2,3,2,26,1,2,4,1,1,3,0,1, ,2,44627,2,40570,2, , , , ,1,0,0,0,0,0,0, ,1,0,0,4,5,0, ,2,0,2,0,0, , ,9.76, , ,1, , , , , , , , , ,1,0,0,0,0,0,0,0,8,0,0,0,0, ,24,8,10,21233,19047,1138,1048,1, , , , , , , ,1, , , , , , ,1,2,2500,3,1,0,0,0,0,5,6,7,0, ,1,0,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,2,3,4,0,0,0,0,0,10,0,0,0,0, 
2171,2,3,2,26,1,2,3,2,2,3,0,1, ,2,32456,1, ,1,2,20159.0062111801,1, ,2,0,0,0,4,0,0, ,1,0,0,0,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,25,8,34,24027,19047,3978,1002,2,1,0,0,0,0,0, ,2,1,0,3,4,0, ,1,2,2500,1,1,0,0,0,4,0,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,8,0,0,0,0,0,0, 
2172,2,3,2,26,1,2,4,1,1,3,0,1, ,2,68969,2,27898.64307,1,2,68969,1, ,2,0,0,0,4,0,0, ,1,0,0,0,0,0, ,1, , , , , , , , , ,2,0,0,0,0,0,0,7,0, ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,25,8,34,26112,21000,4080,1032,2,1,0,0,0,0,0, ,1, , , , , , ,1,2,2500,1,1,0,0,0,0,0,0,7,0, ,1,0,0,3,1,0,0,3,3, , , , , , ,2,0,2,0,0,0,0,0,0, ,0,0,3,0,0,0,0,0,0,0,0,0,0,0, 
2173,2,3,2,26,1,2,4,1,1,3,0,1, ,2,9999998,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,0,0,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,15,20637,19047,1590,0,1, , , , , , , ,1, , , , , , ,1,2,2500,3,1,0,0,0,0,5,6,0,0, ,1,0,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,5,6,7,0,9,0,0,0,0,0, 
2174,2,3,2,26,1,2,3,1,2,3,0,1, ,2,40570,1, ,1,1, ,1, ,2,0,0,0,4,0,0, ,1,0,3,0,0,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,30,8,34,23365,19047,4318,0,2,1,0,0,0,0,0, ,2,0,0,3,4,0, ,1,2,2500,3,1,0,0,0,0,0,0,7,0, ,1,1,2,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,0,0,0,0,0,0,0,0,0, 
2175,2,3,2,26,1,2,2,2,2,1,4,1, ,2,36513,1, ,1,2,24342,1, ,2,0,0,3,0,0,0, ,1,2,3,4,5,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,27,8,50,25949,19047,5900,1002,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,0,2,0,0,0,0,0,0, ,1,1,2,3,1,0,2,0,3, , , , , , ,1, , , , , , , , , ,0,0,0,4,0,6,0,0,0,0,0,0,0,0, 
2176,2,3,2,26,1,2,4,1,1,3,5,3,透過泰國勞動部,1,15417,2,0,2, , , , ,2,0,0,3,0,0,0, ,1,2,3,4,5,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,27,8,50,26020,19047,5900,1073,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,0,0,0,0,0,0,0, ,1,1,2,3,1,0,2,0,2, , , , , , ,1, , , , , , , , , ,1,2,3,4,5,6,0,0,0,0,0,0,0,0, 
2177,2,3,2,26,1,2,4,1,2,4,7,1, ,2,68969,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,24,8,34,24325,19047,4216,1062,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,2,0,4,5,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,12,0,0, 
2178,2,3,2,26,1,2,2,2,2,3,6,1, ,2,56798,1, ,1,1, ,3, ,2,0,0,0,0,5,0, ,1,0,3,4,5,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,24,8,34,24352,19047,4284,1021,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,2,0,0,5,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,12,0,0, 
2179,3,3,2,26,1,2,4,1,1,3,0,1, ,2,48684,1, ,1,2,48684,2, ,2,0,0,0,4,0,0, ,0,0,3,0,0,0, ,2,0,0,3,0, , , ,7.89, ,2,0,0,3,0,5,0,7,0, ,2, , , , , , , , , , , , , ,31,8,34,31180,25800,4352,1028,2,0,0,3,0,0,0, ,2,0,0,3,0,0, ,1,2,2500,1,1,0,2,0,0,0,0,0,0, ,1,0,0,3,1,0,0,3,2, , , , , , ,2,0,2,0,0,0,0,0,0, ,0,0,3,0,0,0,7,0,0,0,0,0,0,0, 
2180,2,3,2,26,1,2,4,1,2,6,0,1, ,2,52741,1, ,1,2,29210,2, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,1,0,2,0,0,0,0,7,8,0,0,0,0, ,24,8,42,23457,19047,4410,0,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,2,0,4,5,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,12,0,0, 
2181,2,3,2,26,1,2,2,1,1,3,0,1, ,2,9999998,1, ,2, , , , ,2,1,0,0,4,0,0, ,1,0,3,4,5,0, ,2,1,2,3,0, ,60.47,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,26,8,34,24438,19047,4386,1005,1, , , , , , , ,2,0,0,3,0,0, ,1,2,2500,1,1,1,0,0,4,5,0,0,0, ,1,0,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,6,0,0,9,0,0,0,0,0, 
2182,2,3,2,26,1,2,4,1,1,3,0,1, ,2,36513,2,15417,2, , , , ,1,0,0,0,0,0,0, ,1,2,3,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,34,23195,19047,4148,0,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,2,3,4,5,6,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,5,0,7,0,9,0,11,12,13,0, 
2183,2,3,2,26,1,2,4,1,2,5,0,1, ,2,52741,1, ,1,1, ,1, ,2,0,0,0,4,0,0, ,0,0,3,0,0,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,10,0,0, ,25,8,34,24462,19047,4420,995,2,1,0,0,0,0,0, ,2,1,0,0,4,0, ,1,2,2500,1,2, , , , , , , , , ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,6,0,0,0,0,0,0,13,0, 
2184,2,3,2,26,1,2,4,1,2,5,8,1, ,2,36513,1, ,2, , , , ,1,0,0,0,0,0,0, ,0,0,3,4,5,0, ,2,0,2,0,0, , ,9.76, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,50,29939,23000,5900,1039,2,0,0,0,4,0,0, ,2,0,0,3,4,0, ,1,2,2500,1,2, , , , , , , , , ,1,0,2,0,1,0,2,0,3, , , , , , ,2,0,0,0,4,0,0,0,0, ,0,0,0,4,0,0,0,0,0,0,0,0,0,0, 
2185,2,3,2,26,1,2,4,1,2,2,10,1, ,2,36513,1, ,1,1, ,1, ,2,1,0,0,4,0,0, ,1,2,3,4,5,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,27,8,30,25047,19047,4000,2000,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,2,3,0,0,0,0,0, ,1,1,2,3,1,0,2,0,3, , , , , , ,1, , , , , , , , , ,1,2,3,4,5,6,0,8,0,0,0,0,0,0, 
2186,2,3,2,26,1,2,4,1,2,3,0,1, ,2,9999998,1, ,1,1, ,3, ,2,1,0,0,4,5,0, ,1,0,0,0,0,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,25,8,34,23857,19047,3774,1036,1, , , , , , , ,2,0,0,3,0,0, ,1,2,2500,1,1,0,0,0,0,0,6,0,0, ,1,1,0,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,0,0,0,0,0,0,0,0, 
2187,2,3,2,26,1,2,4,1,2,3,0,1, ,2,52741,1, ,1,1, ,1, ,2,0,0,0,4,0,0, ,1,0,0,0,0,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,25,8,34,26375,21000,4352,1023,2,1,0,0,0,0,0, ,2,1,0,3,4,0, ,1,2,2500,1,1,0,0,3,0,0,0,0,0, ,1,0,0,3,1,0,0,3,1, , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,0,0,0,0,0,0, 
2188,2,3,2,26,1,2,4,1,1,3,0,1, ,2,27898.64307,1, ,2, , , , ,2,1,0,0,4,0,0, ,1,0,3,4,5,0, ,2,1,2,3,0, ,60.47,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,26,8,34,24565,19047,4488,1030,1, , , , , , , ,2,0,0,3,0,0, ,1,2,2500,1,1,1,0,0,4,5,0,0,0, ,1,1,0,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,7,0,9,0,0,0,0,0, 
2189,2,3,2,26,1,2,3,2,1,3,0,1, ,2,40570,1, ,2, , , , ,2,0,0,0,4,0,0, ,1,0,0,0,0,0, ,2,0,2,0,0, , ,9.76, , ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,25,8,34,24494,19047,4386,1061,2,1,0,0,0,0,0, ,2,0,0,3,0,0, ,1,2,2500,3,2, , , , , , , , , ,1,1,0,0,2, , , , , , , , , , ,2,0,0,0,0,0,0,7,0, ,0,0,0,0,0,6,0,0,0,0,0,12,0,0, 
2190,2,3,2,26,1,2,2,2,1,3,0,1, ,2,49680.35976,2,27898.64307,2, , , , ,2,0,0,0,4,0,0, ,1,0,3,4,5,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,25,8,34,24500,19047,4420,1033,2,1,0,0,0,0,0, ,2,1,0,3,4,0, ,1,1, ,1,1,0,2,3,0,0,0,0,0, ,1,0,0,3,1,0,0,3,1, , , , , , ,2,0,2,0,0,0,0,0,0, ,0,0,0,0,0,6,0,0,0,0,0,0,0,0, 
2191,2,3,2,26,1,2,2,2,1,3,0,1, ,2,9999998,1, ,2, , , , ,2,0,0,0,4,0,0, ,0,0,3,0,0,0, ,2,0,2,3,0, , ,9.76,7.89, ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,25,8,34,41276,36000,4216,1060,2,1,0,0,0,0,0, ,2,0,0,3,4,0, ,1,2,2500,1,1,0,2,0,0,0,0,0,0, ,1,1,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,0,0,0,0,0,0,0,0, 
2192,2,3,2,26,1,2,3,1,3,8,0,1, ,2,73026,2,55175,1,2,73026,1, ,2,0,0,0,4,0,0, ,0,0,0,4,0,0, ,2,1,2,3,0, ,60.47,9.76,7.89, ,2,0,0,0,0,0,0,0,8,吃的不好,1,1,0,0,0,0,0,7,0,0,10,0,0, ,31,12,34,23650,19740,3910,0,2,1,0,0,0,0,0, ,2,0,0,3,4,0, ,1,2,3000,1,1,0,2,0,0,0,0,0,0, ,1,0,0,3,1,1,0,3,2,1,1,2,2,2,2,1, , , , , , , , , ,0,0,0,0,0,6,0,0,0,0,0,0,0,0, 
2193,2,3,2,26,1,2,4,1,1,2,2,1, ,2,56798,1, ,1,1, ,1, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,24,8,34,24543,19047,4454,1042,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,2,0,0,5,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,12,0,0, 
2194,2,3,2,26,1,2,4,1,2,2,11,1, ,2,40570,1, ,1,1, ,1, ,2,1,0,0,4,0,0, ,1,2,3,4,5,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,27,8,20,24000,19047,3000,1953,2,0,2,0,0,0,0, ,1, , , , , , ,1,2,2500,1,1,1,2,3,0,0,0,0,0, ,1,1,2,3,1,0,2,0,3, , , , , , ,1, , , , , , , , , ,1,2,3,4,5,6,0,8,0,10,11,0,0,0, 
2195,2,3,2,26,1,2,2,1,1,3,0,1, ,2,44627,2,27898.64307,1,2,14605,1, ,2,0,0,0,4,0,0, ,1,0,0,0,0,0, ,2,0,0,3,0, , , ,7.89, ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,25,8,34,24238,19047,4148,1043,2,1,0,0,0,0,0, ,2,0,0,0,4,0, ,1,2,750,3,2, , , , , , , , , ,1,1,0,0,2, , , , , , , , , , ,2,0,0,0,0,0,0,0,8,不敢申訴,0,0,0,0,0,6,0,0,0,0,0,0,0,0, 
2196,2,3,2,26,1,2,4,2,2,3,0,1, ,2,32456,2,16228,2, , , , ,1,0,0,0,0,0,0, ,0,2,0,0,0,0, ,2,1,2,3,0, ,60.47,9.76,7.89, ,1, , , , , , , , , ,1,0,2,3,0,0,0,7,0,0,10,0,0, ,31,8,2,20340,19047,218,1075,1, , , , , , , ,2,0,0,0,4,0, ,1,1, ,1,1,0,0,3,0,0,0,0,0, ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,0,0,0,0,0,0, 
2197,2,3,2,26,1,2,4,2,2,3,0,1, ,2,81140,1, ,1,2,81140,1, ,2,0,0,0,4,0,6,扣宿食費,0,0,3,0,0,0, ,2,0,2,0,0, , ,9.76, , ,2,1,2,0,0,0,0,0,8,很多事,1,1,0,0,0,0,0,0,0,0,0,0,0, ,25,10,34,23414,19300,4114,0,2,1,0,0,0,0,0, ,2,0,0,3,0,0, ,1,2,2500,1,1,0,0,0,0,0,0,7,0, ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,11,12,13,0, 
2198,2,3,2,26,1,2,4,1,2,5,0,1, ,2,52741,1, ,2, , , , ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,1,0,2,0,0,0,6,7,0,0,0,0,0, ,24,8,28,21987,19047,2940,0,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,2,0,4,5,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,12,0,0, 
2199,2,3,2,26,1,2,4,1,2,6,0,1, ,2,36513,1, ,2, , , , ,1,0,0,0,0,0,0, ,0,0,3,0,5,0, ,2,0,2,0,0, , ,9.76, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,50,28969,23000,5969,0,1, , , , , , , ,2,0,0,3,4,0, ,1,2,2500,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,4,0,0,0,0,0,0,0,0,0,0, 
2200,2,3,2,26,1,2,4,1,2,6,0,1, ,2,61666,1, ,1,2,61666,3, ,2,0,0,0,4,5,0, ,0,0,0,0,5,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,25,8,34,23433,19047,4386,0,2,1,0,0,0,0,0, ,2,1,0,3,4,0, ,1,2,2500,1,2, , , , , , , , , ,1,0,2,3,1,0,2,3,4, , , , , , ,1, , , , , , , , , ,0,0,3,4,5,6,7,8,0,0,0,0,0,0, 
2201,2,3,2,26,1,2,4,1,1,3,0,1, ,2,56798,1, ,1,1, ,2, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,24,8,34,24526,19047,4420,1059,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,2,0,0,5,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,12,0,0, 
2202,2,3,2,26,1,2,3,1,1,3,0,1, ,2,60855,1, ,1,1, ,1, ,2,0,0,0,4,0,0, ,0,0,0,4,0,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,31,8,34,26129,21000,4114,1015,2,1,0,0,0,0,0, ,2,0,0,3,4,0, ,1,2,2500,1,1,1,2,3,4,5,6,7,0, ,1,1,2,3,1,1,0,0,2,0,1, ,1,3,1,1, , , , , , , , , ,0,0,3,0,0,0,0,0,0,0,0,0,0,0, 
2203,2,3,2,26,1,2,4,1,1,3,0,1, ,2,73026,1, ,1,2,43213.43571,3, ,2,0,0,0,0,5,0, ,1,0,0,0,0,0, ,1, , , , , , , , , ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,25,8,34,23811,19000,3808,1003,2,0,0,3,0,0,0, ,2,0,0,3,0,0, ,1,2,2500,1,1,0,2,0,0,0,0,0,0, ,1,1,0,0,1,1,0,0,5,1,1,2,5,1,3,2,1,0,0,0,0,0,0,0, ,0,0,0,0,0,6,0,0,0,0,0,0,0,0, 
2204,2,3,2,26,1,2,4,2,1,3,0,1, ,2,48684,1, ,1,2,32456,3, ,2,0,0,0,4,5,0, ,0,0,3,0,0,0, ,2,1,2,3,4,台灣文化,60.47,9.76,7.89,2.15,2,0,0,0,0,0,6,0,0, ,1,1,0,0,0,0,0,0,0,0,0,0,0, ,25,8,34,24457,19000,4420,1037,1, , , , , , , ,2,1,0,3,0,0, ,1,2,2500,1,1,0,2,0,0,5,0,0,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,11,12,13,0, 
2205,2,3,2,26,1,2,4,1,1,3,0,3,透過泰國勞動部,1,15741,2,0,1,2,5680,3, ,2,0,0,0,0,5,6,扣宿舍伙食費,0,2,0,0,0,0, ,2,1,0,0,0, ,60.47, , , ,2,1,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,12,不喜歡,25,8,34,23999,19047,3944,1008,2,0,2,0,0,0,0, ,2,0,0,3,0,0, ,2,2,2500,3,1,0,0,0,0,0,0,7,0, ,1,1,0,0,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,13,0, 
2206,2,3,2,26,1,2,4,1,1,2,5,1, ,2,56798,1, ,1,1, ,1, ,1,0,0,0,0,0,0, ,1,0,3,0,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,24,8,34,23830,19047,3774,1009,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,2,0,0,5,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,12,0,0, 
2207,2,3,2,26,1,2,4,1,2,6,0,1, ,2,9999998,1, ,1,1, ,2, ,2,0,0,0,4,0,0, ,1,0,0,0,0,0, ,2,0,2,3,0, , ,9.76,7.89, ,2,1,0,0,0,0,0,0,0, ,2, , , , , , , , , , , , , ,25,8,34,24294,19400,3876,1018,2,0,2,0,0,0,0, ,2,0,2,0,0,0, ,1,2,2500,1,2, , , , , , , , , ,2, , , , , , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,6,0,0,0,0,0,0,0,0, 
2208,2,3,2,26,1,2,4,1,2,5,0,1, ,2,56798,1, ,1,1, ,3, ,2,0,0,0,0,5,0, ,1,0,3,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,24,8,34,23812,19047,3706,1059,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,2,0,0,5,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,12,0,0, 
2209,2,3,2,26,1,2,4,1,1,3,0,1, ,2,56798,1, ,1,1, ,2, ,1,0,0,0,0,0,0, ,1,0,3,4,5,0, ,1, , , , , , , , , ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,24,8,34,24608,19047,4488,1073,1, , , , , , , ,1, , , , , , ,1,2,2500,1,1,1,2,0,0,5,0,7,0, ,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,9,0,0,12,0,0, 
2210,2,3,2,26,1,2,4,1,2,2,2,1, ,2,28399,1, ,1,1, ,1, ,2,1,0,0,4,0,0, ,1,2,3,4,5,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,27,8,30,26000,19047,5000,1953,2,0,2,0,0,0,0, ,1, , , , , , ,1,2,2500,1,1,1,2,3,0,0,0,0,0, ,1,1,2,3,1,0,2,0,2, , , , , , ,1, , , , , , , , , ,1,2,0,4,0,6,0,8,0,10,0,0,13,0, 
2211,2,3,2,26,1,2,3,1,2,3,0,1, ,2,52741,1, ,2, , , , ,2,0,0,0,4,0,0, ,1,0,0,0,0,0, ,2,0,2,0,0, , ,9.76, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,25,8,1,22178,21000,127,1051,2,1,0,0,0,0,0, ,2,0,0,3,4,0, ,1,2,2500,1,2, , , , , , , , , ,1,0,0,3,1,0,0,3,2, , , , , , ,1, , , , , , , , , ,0,0,3,0,0,0,0,0,0,0,0,0,0,0, 
2212,2,3,2,26,1,2,4,1,2,1,10,1, ,2,37324,1, ,2, , , , ,1,0,0,0,0,0,0, ,0,0,3,4,5,0, ,2,0,2,0,0, , ,9.76, , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,24,8,50,31975,25000,5900,1075,1, , , , , , , ,2,0,0,3,4,0, ,1,2,2500,1,2, , , , , , , , , ,1,0,2,0,1,0,2,0,2, , , , , , ,2,0,0,0,4,0,0,0,0, ,0,0,0,4,0,0,0,0,0,0,0,0,0,0, 
2213,3,3,2,26,1,2,4,1,1,3,0,1, ,2,60855,1, ,1,2,36513,3, ,2,0,0,0,4,5,0, ,0,0,3,4,0,0, ,1, , , , , , , , , ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,25,8,34,24397,19047,4352,998,2,1,0,0,0,0,0, ,2,1,0,3,0,0, ,1,2,2500,1,1,1,0,0,0,0,0,0,0, ,1,1,0,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,3,0,0,6,0,0,0,0,0,0,13,0, 
2214,2,3,2,26,1,2,4,1,1,3,0,1, ,2,64912,2,27898.64307,1,2,64912,3, ,2,0,0,0,4,5,0, ,0,0,0,4,0,0, ,2,0,2,3,0, , ,9.76,7.89, ,1, , , , , , , , , ,2, , , , , , , , , , , , , ,25,8,34,23263,19047,4216,0,2,1,0,0,0,0,0, ,2,0,0,3,4,0, ,1,2,2450,1,2, , , , , , , , , ,1,0,2,3,1,0,2,3,4, , , , , , ,1, , , , , , , , , ,0,0,3,4,5,6,7,8,0,0,0,0,0,0, 
2215,2,3,2,26,1,2,3,1,2,3,0,1, ,2,60855,1, ,1,2,43213.43571,1, ,1,0,0,0,0,0,0, ,0,0,0,4,0,0, ,2,0,0,3,0, , , ,7.89, ,1, , , , , , , , , ,1,0,0,0,0,0,0,7,0,0,0,0,0, ,25,8,34,24511,19047,4454,1010,2,1,0,3,0,0,0, ,2,1,0,0,4,0, ,1,2,2500,1,1,0,0,0,0,0,0,0,8,帶出去玩,1,1,2,3,2, , , , , , , , , , ,1, , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,11,0,0,0, 
