no,w,t1,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q2,q3,q4,q4a_1,q4a_2,q4a_3,q4a_4,q5,q5a_1,q5a_2,q5a_3,q5a_4,q5a_5,q5a_6,q5a_7,q5a_8,q5a_9,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q6a_6,q6a_7,q6a_8,q6a_9,q6a_10,q6a_11,q7,q8a,q8b,q8c,q8d,q8e,q9,q9a_2,q9a_3,q10,q11,q11a_1,q11a_2,q11a_3,q12a,q12a11_1,q12a11_2,q12a11_3,q12b,q12c,q13,q13a,q14,q14a1,q14b1,q14a2,q14b2,q15,q15a,q16,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17a_5,q17b_1,q17b_2,q17b_3,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q20,q20a,q20b_1,q20b_2,q20b_3,q20b_4,q20b_5,q20b_6,q20b_7,q20b_8,q20c,q20d,q21,q21a,q22,q22a_1,q22a_2,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7
831,55.2180549447606,2,1,1,1,1,0,0,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1, , ,1,19268,17000,2268,0,1,0,0,0,11,1,1,3.5,2, , ,13,3,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0
832,62.1852732391058,2,1,1,1,1,0,0,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1, , ,1,25668,20000,2668,3000,4,0,0,0,12,1,1,2,1,14.5,3.5, , ,1,1,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,1,3,1,0,0,0,1,1,0,0,2,1,2, ,2,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0
833,52.8371010812137,2,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,3,2,1,2,1, , ,1,22000,20000,2000,0,1,0,0,0,12,1,1,1.5,2, , ,12,3,1,1,2,1,1,1,1,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,3,3,2,2,2,1,1,1,0,1,1,0,0,0,0,3,1,2, ,3,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0
834,55.2180549447606,2,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,1,0,0,1,2,2,1,1,2,1, , ,1,23668,20000,2668,1000,5,0,0,1, ,1,1,5.5,1,14,7, , ,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,3,2,1,1,1, , ,1, , ,1, ,1,4,2, ,2,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1
835,56.0390012586418,2,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,2,1, , ,2,22668,20000,2668,0,1,0,0,0,8,1,2, ,2, , ,12,3,2, ,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,3,2,2, , , , , , , , , , , ,2, ,1,1,0,2,0,1,0,1,0,0,0,1,0,1,0,1,0
836,55.2180549447606,2,1,1,1,1,0,0,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,1,2,1, , ,1,22001,20000,2001,0,1,0,0,0,11,1,1,1,2, , ,15,4,1,2,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,2,3,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
837,52.8371010812137,2,1,1,1,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,1,22668,20000,2668,0,1,0,0,0,12,1,1,1.5,2, , ,13,2.5,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,1,0,0,0,1,1,1,0,0,0,0
838,52.8371010812137,2,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,1, , ,1,24000,20000,2668,1332,5,1,0,0, ,1,1,5,2, , ,13,5,1,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
839,52.8371010812137,2,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,2,24333,21665,2668,0,1,0,0,0,8,1,1,1.16,2, , ,12,3.5,2, ,2,1,1,1,0,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
840,55.2180549447606,2,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,1, , ,1,22668,20000,2668,0,1,0,0,0,12,1,1,1.5,2, , ,12,2,1,1,2,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,0,0,0,0,1,0,1,1,0,1,0,0,0
841,52.8371010812137,2,1,1,0,1,1,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,2,21759,19091,2668,0,2,0,0,0,10,1,1,2.5,2, , ,16,3,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
842,55.2180549447606,2,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1, , ,1,20268,17000,2268,1000,1,0,0,0,12,1,1,1.5,2, , ,15.75,4.5,1,1,3,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,1,1,0,1,0,0,2,1,1,1,3,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0
843,52.8371010812137,2,1,1,1,0,0,0,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,1,22668,20000,2668,0,5,1,0,0, ,1,1,4.5,2, , ,11,3,1,1,3,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1
844,52.8371010812137,2,1,1,1,1,0,0,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,1,1, , ,1,25000,25000,0,0,3,0,0,0,10,3,1,5,2, , ,13,4,1,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,2,2,2,3,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
845,55.2180549447606,2,1,0,1,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1, , ,2,23000,20000,3000,0,5,1,0,0, ,1,1,5,1,12,1, , ,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,2, , , , , , , , , , , ,1,1,2,0,0,2,0,0,1,1,0,0,1,0,1,1,0,0,0
846,55.2180549447606,2,1,0,1,0,0,0,1,4,1,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1, , ,1,19268,17000,2268,0,1,0,0,0,12,1,1,1.5,2, , ,12,3,1,4,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
847,56.0390012586418,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,2,1, , ,1,24268,17000,2268,5000,5,1,1,0, ,1,2, ,2, , ,14,3.5,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,2,1,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1
848,56.0390012586418,2,1,0,1,1,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,1,1, , ,2,22600,20000,2600,0,2,0,0,0,7,1,1,1.5,2, , ,13,3.5,1,1,3,1,1,1,1,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
849,55.2180549447606,2,1,1,1,1,1,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,1, , ,1,22668,20000,2668,0,1,0,0,0,36,1,1,2,2, , ,12,3,2, ,2,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,4,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1
850,55.2180549447606,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1, , ,1,22023,19755,2268,0,5,1,0,0, ,1,2, ,2, , ,14,3.5,1,1,3,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,3,3,2,3,2,1,1, , ,1,1, ,1, , ,1,1,2, ,3,0,0,2,1,0,1,0,1,0,1,1,0,0,0,0,0
851,55.2180549447606,2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1, , ,1,23001,20000,2001,1000,1,0,0,0,12,1,1,1.5,2, , ,13.5,3,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0
852,56.0390012586418,2,1,1,1,0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,1,1, , ,1,22668,20000,2668,0,5,1,0,0, ,1,2, ,2, , ,12,3.5,1,1,1,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
853,55.2180549447606,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1, , ,1,21168,20000,1168,0,1,0,0,0,12,1,1,1.5,2, , ,13,3,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,2,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0
854,52.8371010812137,2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,1,22001,20000,2001,0,1,0,0,0,12,1,1,1.5,2, , ,15,4,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0
855,62.1852732391058,2,1,1,1,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,2,1, , ,1,22668,20000,2668,0,1,0,0,0,12,1,1,1.5,2, , ,12,4,1,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
856,52.8371010812137,2,1,1,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,2,3,2,1,1,1, , ,1,23268,20000,2268,1000,2,0,0,0,6,1,1,5,2, , ,14,2,1,2,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,3,2,1,2,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
857,56.0390012586418,2,1,1,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,1,1,1, , ,1,19268,17000,2268,0,5,1,0,0, ,1,2, ,2, , ,16,1.5,1,1,3,1,1,1,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,3,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
858,52.8371010812137,2,1,1,1,0,0,0,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,1, , ,1,23768,20000,2268,1500,1,0,0,0,10,1,1,1.5,2, , ,14,5,1,1,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,3,3,2,2,2,1,1,1,1,0,0,1,0,0,0,2,4,2, ,3,0,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0
859,55.2180549447606,2,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,1, , ,2,20000,17732,2268,0,1,0,0,0,12,1,2, ,2, , ,9,1,2, ,2,1,1,1,0,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,1,2,1,2,2,2, , , , , , , , , , , ,2, ,3,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1
860,55.2180549447606,2,1,1,1,0,0,0,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1, , ,1,22668,20000,2668,0,2,0,0,0,12,1,1,2,2, , ,12,3.5,1,1,1,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,1,2,0,0,0,1,0,0,1,1,1,0,0,0,0
861,56.0390012586418,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,1,1, , ,1,24668,20000,2668,2000,3,0,0,0,10,1,1,2.5,2, , ,12,3,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
862,52.8371010812137,2,0,0,1,1,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,2,26000,20332,2668,3000,5,1,0,0, ,1,1,5,1,11,4, , ,1,1,3,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,4,2,3,3,2, , , , , , , , , , , ,2, ,3,0,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0
863,52.8371010812137,2,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,1, , ,1,27000,24332,2668,0,1,0,0,0,13,1,2, ,2, , ,12,4.5,2, ,1,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,2, , , , , , , , , , , ,2, ,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
864,52.8371010812137,2,1,1,1,1,0,0,1,5,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,2,3,1,1,2,1, , ,1,24936,20000,2936,2000,1,0,0,0,48,1,1,2.5,2, , ,15,3,1,1,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0,2,0,0,0,1,0,0,1,1,1,0,0,0,0
865,55.2180549447606,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1, , ,1,22668,20000,2668,0,5,1,0,0, ,1,2, ,2, , ,13,3,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,3,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
866,52.8371010812137,2,1,1,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,2,1, , ,1,28000,26000,2000,0,1,0,0,0,5,1,1,4.5,2, , ,13,3,1,1,3,1,1,1,0,1,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,1,3,1,1,0,0,0,0,1,0,3,2,2, ,3,0,0,2,1,0,1,1,0,0,1,1,1,0,0,0,0
867,55.2180549447606,2,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,2,1, ,1,19268,17000,2268,0,2,0,0,0,10,1,1,12,2, , ,12,1.5,1,1,3,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,3,2,2,2,2, , , , , , , , , , , ,2, ,3,0,0,2,1,0,0,0,0,0,0,0,1,1,1,0,0
868,55.2180549447606,2,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,1, , ,2,19268,17000,2268,0,5,1,0,0, ,1,2, ,2, , ,12,3,1,1,1,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,4,1,4,3,2, , , , , , , , , , , ,2, ,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
869,62.1852732391058,2,1,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,2,1, , ,1,22668,20000,2668,0,5,1,0,0, ,1,2, ,2, , ,12,4,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,4,3,3,3,2,3,3,2, , , , , , , , , , , ,1,2,1,1,1,2,0,1,0,1,0,0,0,1,0,1,1,0,0
870,52.8371010812137,2,1,1,1,1,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,2,23800,21000,2800,0,5,1,0,0, ,1,1,3.5,2, , ,12,2,1,1,3,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
871,52.8371010812137,2,1,1,0,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,3,2,1,2,1, , ,2,21426,19158,2268,0,1,0,0,0,15,1,1,2,2, , ,16,1,1,1,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
872,55.2180549447606,2,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,2,2,2,1,1,2,1, ,1,22943,20675,2268,0,1,0,0,0,10,1,2, ,2, , ,13,1,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,1,3,1,1, , ,1, , , ,2,2,2, ,2,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0
873,52.8371010812137,2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,1, , ,1,26668,20000,2668,4000,2,0,0,0,5,1,1,1.5,2, , ,13,3,1,1,2,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,1,2,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0
874,55.2180549447606,2,1,1,1,1,1,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1, , ,1,22001,20000,2001,0,3,0,0,0,8,1,1,2.5,2, , ,15,1,1,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
875,55.2180549447606,2,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,0,0,0,0,1,2,2,2,1,2,1, , ,1,22668,20000,2668,0,1,0,0,0,12,1,1,8.5,1,16,2.5, , ,1,1,3,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,5,3,3,3,3,3,3,2, , , , , , , , , , , ,2, ,3,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1
876,52.8371010812137,2,1,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,2,1, , ,2,24968,17000,2268,5700,3,0,0,0,36,1,1,5,2, , ,12,2,1,1,3,1,1,1,1,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,2,3,2, , , , , , , , , , , ,2, ,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
877,52.8371010812137,2,1,1,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,1,22668,20000,2668,0,1,0,0,0,12,1,1,1.5,2, , ,11,3,2, ,1,1,1,1,1,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,1,1,0,0,0,1,4,2, ,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1
878,52.8371010812137,2,1,1,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,1, , ,1,25000,20000,2668,2332,1,0,0,0,11,1,1,1,2, , ,13,3.5,1,2,1,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
879,52.8371010812137,2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,3,2,1,2,1, , ,1,23926,22259,667,1000,4,0,0,0,12,1,1,2,2, , ,13,4,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,2,3,2, ,0,0,0,0,0,0,0,0, , ,1,2,2,0,0,2,0,0,1,1,0,0,0,1,1,0,1,0,0
880,52.8371010812137,2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,1, , ,1,26000,22000,4000,0,5,1,1,0, ,1,2, ,1,12,6, , ,2, ,1,1,1,1,0,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2, ,3,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0
881,52.8371010812137,2,1,1,1,1,1,0,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,1,22668,20000,2668,0,1,0,0,0,10,1,1,1.5,2, , ,16,2,1,1,1,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,1,0
882,52.8371010812137,2,1,1,1,0,1,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,2,3,1,1,2,1, , ,2,19433,17000,2268,165,1,0,0,0,12,1,1,1.5,2, , ,12,3,2, ,3,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,3,2,2,3,2,1,1,1,0,1,1,0,0,0,0,2,1,1,1,2,0,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0
