no,w,t1,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q2,q3,q4,q4a_1,q4a_2,q4a_3,q4a_4,q5,q5a_1,q5a_2,q5a_3,q5a_4,q5a_5,q5a_6,q5a_7,q5a_8,q5a_9,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q6a_6,q6a_7,q6a_8,q6a_9,q6a_10,q6a_11,q7,q8a,q8b,q8c,q8d,q8e,q9,q9a_2,q9a_3,q10,q11,q11a_1,q11a_2,q11a_3,q12a,q12a11_1,q12a11_2,q12a11_3,q12b,q12c,q13,q13a,q14,q14a1,q14b1,q14a2,q14b2,q15,q15a,q16,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17a_5,q17b_1,q17b_2,q17b_3,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q20,q20a,q20b_1,q20b_2,q20b_3,q20b_4,q20b_5,q20b_6,q20b_7,q20b_8,q20c,q20d,q21,q21a,q22,q22a_1,q22a_2,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7
11,53.5929673164185,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,1, , ,2,25268,23000,2268,0,5,1,0,0, ,1,2, ,2, , ,14,2,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,1,1,0,0,1,1,1,0,0,0,2,1,2, ,3,0,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0
12,56.0079821446322,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,1,0,0,1,2,2,2,1,1,1, , ,2,19268,17000,2268,0,1,0,0,0,24,1,1,1,1,12,2, , ,1,1,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,4,3,5,3,4,4,1,1,1,0,0,0,0,0,0,0,1,4,2, ,3,0,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0
13,56.8406725850246,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,1,1, , ,1,20000,20000,0,0,3,0,0,0,10,3,1,4.5,2, , ,14,2,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0
14,53.5929673164185,1,1,1,1,0,0,0,3,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,1,2,3,1,1,1,1, , ,2,21433,19165,2268,0,2,0,0,0,8,1,2, ,2, , ,14,4,1,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,1,3,1,1,1,1,0,1,1,0,0,0,0,4,3,2, ,3,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0
15,56.0079821446322,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1, , ,1,22668,20000,2668,0,2,0,0,0,24,1,1,2.5,2, , ,10,4,1,2,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
16,53.5929673164185,1,1,1,1,1,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,1, , ,1,21000,20000,0,1000,3,0,0,0,12,3,1,2.5,2, , ,9,2,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
17,56.8406725850246,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,1,1, , ,1,22001,20000,2001,0,2,0,0,0,12,1,1,2,2, , ,12,3,1,1,3,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1
18,53.5929673164185,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,1, , ,1,22001,20000,2001,0,2,0,0,0,12,1,1,2,2, , ,12,5,1,1,3,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1
19,56.0079821446322,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1, , ,1,21000,20000,0,1000,4,0,0,0,12,2,1,.38,2, , ,10,4.5,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
20,56.0079821446322,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,2,2,1,1,1,1, , ,1,22668,20000,2668,0,1,0,0,0,14,1,1,1.5,2, , ,12,4,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,0,0,1,1,1,0,1,1,1,0,0,0,0
21,56.8406725850246,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,2,1, , ,1,19400,17000,2400,0,5,1,0,0, ,1,1,2,2, , ,13,3,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,2,0,1,0,1,0,0,1,1,1,0,0,0,0
22,53.5929673164185,1,1,1,1,1,1,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,1, , ,1,22668,20000,2668,0,1,0,0,0,12,1,1,1.5,2, , ,8,3,1,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,0,1,1,0,1,1,0,0,1,0,0
23,63.0748706508973,1,1,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,1,1,1, , ,1,22668,20000,2668,0,5,1,1,0, ,1,2, ,2, , ,12,4,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,3,2,1,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1
24,56.0079821446322,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1, , ,1,22268,17000,2268,3000,3,0,0,0,10,1,1,9,2, , ,8,2,1,1,1,1,1,1,0,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,3,1,2,2,1,3,1,1,1,0,0,0,0,0,2,1,1,1,1,1,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0
25,53.5929673164185,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,3,1,1,1,1, , ,1,23680,20000,2680,1000,5,1,0,0, ,1,1,3.5,2, , ,14,3,1,1,1,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0,2,0,1,1,0,0,0,0,0,0,1,1,1,0
26,53.5929673164185,1,1,1,1,1,0,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1,1,1, , ,2,20268,17000,2268,1000,5,1,0,0, ,1,1,2.5,2, , ,11,3,1,1,3,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,1,3,2,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,2,0,1,1,1,0,0,1,1,0,0,1,0,0
27,53.5929673164185,1,1,1,1,1,1,0,2,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,2,1, ,1,23668,20000,2668,1000,5,1,0,0, ,1,2, ,2, , ,13,4.5,1,1,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,0,0,0,0,0,1,1,0,1,0,0
28,56.8406725850246,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,1,1, , ,1,25668,20000,2668,3000,1,0,0,0,12,1,1,1.5,1,15,4, , ,1,1,3,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,3,3,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,2,0,1,0,1,0,0,1,1,0,1,0,0,0
29,53.5929673164185,1,1,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,1, , ,3,24333,21665,2668,0,5,1,0,0, ,1,2, ,2, , ,14,5,2, ,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
30,56.0079821446322,1,1,0,0,0,0,0,1,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1, , ,1,22680,20000,2680,0,5,1,0,0, ,1,1,3.5,2, , ,15,3,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1
31,53.5929673164185,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,1, , ,1,21700,20000,1700,0,1,0,0,0,12,1,1,3.5,2, , ,14,3,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1
32,53.5929673164185,1,1,1,0,0,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,1,24333,21665,2668,0,5,1,1,0, ,1,1,3.5,2, , ,14,3,2, ,3,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
33,56.0079821446322,1,1,1,1,1,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1, , ,1,22000,20000,2000,0,1,0,0,0,12,1,1,3.5,2, , ,13,3,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,3,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1
34,53.5929673164185,1,1,0,1,0,1,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,2,3,1,1,2,1, , ,1,22668,20000,2668,0,5,1,0,0, ,1,1,1.5,2, , ,15,4,1,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
35,53.5929673164185,1,1,1,1,1,0,0,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,1, , ,2,23000,21866,1134,0,2,0,0,0,12,1,1,5,2, , ,12,3,1,1,3,1,1,1,1,1,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,3,3,2,2,2,2,1,1,1,1, ,1, , , , ,3,2,2, ,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
36,53.5929673164185,1,1,0,1,1,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,2,1, , ,1,22796,20000,2796,0,5,0,1,0, ,1,2, ,2, , ,11,4.5,2, ,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0,2,0,1,0,1,0,0,1,1,0,0,1,0,0
37,56.0079821446322,1,1,1,1,1,1,0,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1, , ,2,22000,20000,2000,0,1,0,0,0,11,1,1,1,2, , ,13.5,4,1,2,1,1,1,1,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,1,2,1,3,2,1,1,1,0,1,0,1,0,0,0,3,4,2, ,3,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
38,53.5929673164185,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,1,22668,20000,2668,0,1,0,0,0,2,1,1,.89,2, , ,13,2,1,1,3,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
39,56.8406725850246,1,1,1,1,1,1,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,1,1, , ,2,21000,20000,1000,0,5,1,0,0, ,1,2, ,2, , ,14,3,1,1,3,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,4,4,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
40,53.5929673164185,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,2,1, ,1,24600,22332,2268,0,2,0,0,0,10,1,1,3.5,1,10,2, , ,1,1,1,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1, , ,1, ,1,1, , ,2,2,1,1,1,1,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0
41,56.0079821446322,1,1,1,0,0,0,0,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1, , ,1,22000,20000,2000,0,5,1,0,0, ,1,1,3.5,1,10,2, , ,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,3,3,2,2,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,1,2,0,0,1,0,0,0,1,0,1,0,1,0,0
42,56.8406725850246,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,2,1, , ,1,25000,22000,3000,0,5,1,1,0, ,1,1,2,2, , ,12,2,1,1,2,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1
43,63.0748706508973,1,1,0,1,1,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,2,1,2,1,1,1, , ,2,20000,17732,2268,0,1,0,0,0,8,1,1,1.16,2, , ,12,3,1,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,3,3,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0
44,53.5929673164185,1,1,1,0,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,2,22001,20000,2001,0,2,0,0,0,8,1,1,1.5,2, , ,12,3,1,2,3,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,1,2,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1
45,53.5929673164185,1,1,1,0,1,0,0,4,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,1, , ,2,24668,20000,2668,2000,5,1,1,0, ,1,2, ,2, , ,13,3,2, ,3,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,1,1,1,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,0,1,0,0,1,0,0,0,1,1,0
46,53.5929673164185,1,1,1,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,1, ,1,22668,20000,2668,0,1,0,0,0,12,1,1,1.5,2, , ,14,2,1,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,2,1,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0
47,53.5929673164185,1,1,1,1,1,1,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,1,20667,20000,667,0,2,0,0,0,12,1,1,1,2, , ,13,2,1,1,1,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,2,0,0,2,1,1,0,1,0,0,1,1,1,0,0,0,0
48,53.5929673164185,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,1, , ,2,20667,20000,667,0,2,0,0,0,12,1,1,1,2, , ,12,2,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,1,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,2,0,0,2,1,1,0,1,0,0,1,1,1,0,0,0,0
49,63.0748706508973,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,2,1,2,1,1,1, , ,1,23100,21000,2100,0,1,0,0,0,11,1,1,1,2, , ,12,3,1,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,3,1,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
