no,w1,w2,w3,industry,scale,q1,q1b_1,q1b_2,q1b_3,q1b_4,q1b_5,q1b_6,q1b_7,q1b_8,q1b_9,q1b_10,q1b_11,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q2b,q2bb_1,q2bb_2,q2bb_3,q2bb_4,q2bb_5,q2bb_6,q2bb_7,q2bb_8,q2bb_9,q2bb_10,q3,q3a,q4,q4b_1,q4b_2,q4b_3,q4b_4,q4b_5,q4b_6,q4b_7,q4b_8,q4b_9,q4b_10,q5,q5a,q5b,q5c_1,q5c_2,q5c_3,q5c_4,q5c_5,q5c_6,q5c_7,q5c_8,q5c_9,q5d,q5e_1,q5e_2,q5e_3,q5e_4,q5e_5,q5e_6,q5e_7,q5e_8,q5e_9,q6b,q6,q6a_2,q6a_3,q6a_4,q6a_5,q7a,q7b_1,q7b_2,q7c_1,q7c_2,q7c_3,q8a0,q8a,q8b0,q8b,q8c0,q8c,q9,q9a,q10,q11,q11a,q11b,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q13,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,q14_7,q15,q15a,q15b_1,q15b_2,q15b_3,q15b_4,q15b_5,q16,q16a_1,q16a_2,q16a_3,q16a_4,q16a_5,q16a_6,q16a_7,q16a_8,q16a_9,q17a,q17b,q17c,q17d,q17e,q17f,q18,q18a,q19_1,q19_2,q19_3,q20,q20a_1,q20a_2,q20a_3,q20a_4,q20a_5,q20a_6,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q21_7,q21_8,q22,q22a,q22aa,q22aaa,q22ab,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q23a_7,q23a_8,q23a_9,q23a_10
43036,9.17904761904762,11.2284087314141,33.6852261942423,17,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,9,3,3,0,0,0,9,168,120,25250,19656,0,2, ,1,5,2, ,1, ,1,1,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , ,2,0,1,0,0,0,0,0,0,0,0
43132,8.21021021021021,9.14402660526989,54.8641596316193,17,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,30,6,6,0,0,0,9,168,40,25250,5600,0,2, ,2, ,1,4,2,1,1,1,2,2500,0,1,1,0,0,0,2,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2, , ,2,1,0,0,1,0,0,0,0,0,0
43135,9.17904761904762,11.2284087314141,22.4568174628282,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,6,2,0,2,0,0,9,168,0,25250,0,0,2, ,2, ,2, ,3,1,1,1,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2, , ,2,1,0,0,0,0,0,0,0,0,0,0
43140,9.17904761904762,11.2284087314141,11.2284087314141,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,12,1,1,0,0,0,9,168,0,25250,0,0,2, ,1,7,2, ,2,1,2,1,2,2200,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2, ,0,0,1,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
43169,8.21021021021021,9.14402660526989,128.016372473778,17,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,50,14,0,14,0,0,9,168,40,27050,6856,0,2, ,1,3,2, ,1, ,1,1,1, ,0,0,0,1,0,0,4,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,1,2,0,0,1,2,1,0,1,1,0,0,1,0,1,1,0,0,0,0,2,2, , ,2,2,0,0,0,0,0,1,0,0,0,0
43185,10.4666666666667,11.7179487179487,210.923076923077,8,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,43,18,18,0,0,0,9,168,43,25250,6929,0,2, ,1,4,2, ,1, ,1,1,2,2500,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2, , ,4,1,0,0,0,0,0,0,0,0,0,0
43193,9.17904761904762,11.2284087314141,11.2284087314141,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,7,1,1,0,0,0,9,168,0,25250,0,0,2, ,1,7,2, ,1, ,1,1,1, ,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2, ,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
43211,8.52037037037037,10.3464285714286,41.3857142857144,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,12,4,2,2,0,0,9,168,0,26650,0,0,1,7,1,6,2, ,2,1,1,1,1, ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2, ,0,0,1,2,1,0,0,1,0,0,0,1,0,1,0,0,1,0,2,3, , , ,1,0,0,0,0,0,0,0,0,0,0
43312,7.25,8.86075949367089,97.4683544303798,5,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,7,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,32,11,11,0,0,0,9,168,31,25250,4996,0,1,3,1,3,1,2,1, ,1,1,2,2000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,2, , ,2,0,0,0,0,0,0,0,0,0,1
43325,9.17904761904762,11.2284087314141,22.4568174628282,17,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,1,0,0,0,0,0,9,2,1,1,0,0,9,168,6,25250,1000,0,2, ,1,5,2, ,1, ,1,1,2,2200,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,2, ,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3, , , ,1,0,0,0,0,0,0,0,0,0,0
43341,12.3181818181818,12.7843137254902,127.843137254902,23,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,1,0,0,59,10,0,10,0,0,9,168,0,25250,0,0,1,1,1,7,1,2,2,2,1,1,2,2000,0,0,1,0,0,0,3,0,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,3,2, ,1,0,0,2,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
43397,9.49285714285714,11.396178343949,22.792356687898,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,8,2,2,0,0,0,9,168,0,25648,0,0,1,5,1,5,2, ,1, ,1,1,1, ,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
43493,11.2837837837838,13.3849557522124,66.924778761062,15,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,23,5,5,0,0,0,9,168,66,25250,10370,200,1,3,1,5,2, ,3,1,1,2,1, ,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,2,2, ,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
43518,8.21021021021021,9.14402660526989,201.168585315938,17,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,10,1,1,0,0,0,1,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,40,22,22,0,0,0,9,168,40,25250,5600,0,1,5,1,6,1,2,2,1,1,1,1, ,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2, , ,2,1,0,0,0,0,0,0,0,0,0
43753,9.17904761904762,11.2284087314141,11.2284087314141,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,9,168,0,25250,0,0,1,5,1,5,2, ,1, ,1,1,1, ,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2, ,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , ,2,1,0,0,0,0,0,0,0,1,0
43777,8.21021021021021,9.14402660526989,18.2880532105398,17,2,2,1,1,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,3,3,1,1,0,0,1,0,0,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,1,1,0,1,1,0,0,42,2,2,0,0,0,9,168,0,25250,0,0,1,3,1,3,2, ,1, ,1,1,2,2500,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,0,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1, , , , ,2,1,0,0,0,0,0,1,0,0,0
43796,9.49285714285714,11.396178343949,11.396178343949,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,4,1,1,0,0,0,9,168,0,25250,0,0,2, ,2, ,2, ,2,1,1,1,1, ,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,4,4,3,3,3,1,2,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , ,2,0,0,0,0,0,1,0,0,0,0
43825,8.75257731958763,10.6771255060729,149.479757085021,14,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,1,0,1,0,0,51,14,5,9,0,0,9,168,0,25250,0,0,2, ,1,3,1,3,2,1,1,1,2,2500,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,3,1,2,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , ,2,0,0,1,0,0,0,0,0,0,0
43861,9.17904761904762,11.2284087314141,33.6852261942423,17,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,9,168,0,27000,0,0,2, ,1,4,1,3,1, ,1,1,1, ,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,2,0,0,0,0,1,0,0,1,0,3,3,3,3,3,3,1,1,1,0,0,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1, , , , ,2,1,1,1,0,0,0,0,0,0,0
43924,9.17904761904762,11.2284087314141,22.4568174628282,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,1,1,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,1,0,0,0,0,0,8,2,1,0,1,0,9,168,0,25250,0,0,2, ,1,3,2, ,1, ,1,1,1, ,0,1,0,0,1,0,4,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2, ,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
44036,10.6792452830189,12.2546583850932,12.2546583850932,23,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,9,168,6,25250,916,0,2, ,1,5,1,3,1, ,1,1,2,2500,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,2,1,2,2, ,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
44131,9.47368421052632,12.963768115942,12.963768115942,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,10,1,1,0,0,0,9,168,0,25250,0,0,2, ,1,7,2, ,1, ,2,1,2,3500,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,2, ,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3, , , ,1,0,0,0,0,0,0,0,0,0,0
44151,11.2837837837838,13.3849557522124,26.7699115044248,15,1,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,1,0,18,2,2,0,0,0,15,150,0,29300,0,11550,1,5,1,7,2, ,2,1,1,2,1, ,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,2, ,1,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1, , , , ,2,1,1,0,0,0,0,0,0,0,0
44208,9.49285714285714,11.396178343949,34.188535031847,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,9,168,40,25250,5640,350,2, ,1,7,2, ,1, ,1,1,1, ,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2, ,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
44281,8.75257731958763,10.6771255060729,53.3856275303645,14,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,1,62,5,0,5,0,0,9,168,41,26010,6801,4222,2, ,1,7,1,4,2,1,1,1,2,2500,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2, ,0,0,1,2,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
44287,10.4666666666667,12.8561403508772,128.561403508772,22,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,1,0,0,62,10,10,0,0,0,9,168,11,26414,1915,0,2, ,1,7,2, ,1, ,1,1,2,2000,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,4,3,3,1,2,0,0,1,2,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
44302,8.52037037037037,10.3464285714286,10.3464285714286,21,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,14,1,1,0,0,0,9,168,0,25250,0,0,2, ,2, ,2, ,1, ,1,1,2,2500,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,1,1,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
44458,9.19889502762431,11.138592750533,11.138592750533,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,1,0,0,0,20,1,1,0,0,0,9,168,19,25250,3063,1500,1,2,1,2,1,2,1, ,1,1,1, ,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2, ,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2, , ,2,2,0,0,0,0,0,0,1,0,0,0
44472,8.52037037037037,10.3464285714286,20.6928571428572,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,1,0,7,2,2,0,0,0,9,168,57,26000,9000,0,2, ,1,4,1,2,1, ,1,1,2,2200,0,0,1,0,0,0,3,1,0,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2, ,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
44558,10.6792452830189,12.2546583850932,36.7639751552796,23,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,6,3,0,3,0,0,9,168,0,25250,0,0,2, ,1,3,2, ,1, ,1,1,1, ,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,1,2,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
44633,9.47368421052632,12.963768115942,38.891304347826,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,11,3,3,0,0,0,9,168,0,25250,0,2520,2, ,1,6,2, ,1, ,1,1,2,2200,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,2,2,2, ,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
44744,9.17904761904762,11.2284087314141,33.6852261942423,17,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,9,168,40,25250,5640,1000,2, ,1,6,2, ,1, ,1,1,2,2200,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2, , ,2,1,0,0,0,0,0,0,0,0,0,0
44746,8.98181818181818,11.9251700680272,35.7755102040816,24,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,1,1,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,1,0, ,0,0,0,0,0,0,0,0,0,16,3,3,0,0,0,9,168,44,30000,6204,0,1,2,1,3,1,2,2,1,1,1,2,2500,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,0,2,0,1,0,1,1,0,0,1,0,2,2,3,3,3,2,1,1,1,1,0,2,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1, , , , ,2,0,0,1,1,1,0,0,0,0,0
44820,9.28828828828829,11.6620498614958,58.310249307479,3,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,15,5,5,0,0,0,9,168,40,25250,6265,0,1,7,1,3,2, ,1, ,1,1,2,1500,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
44822,10.6792452830189,12.2546583850932,24.5093167701864,23,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,1,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,1,0,0,0,0,0,15,2,2,0,0,0,9,168,32,28970,5000,0,1,5,1,7,2, ,2,1,2,1,2,2000,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2, ,1,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
44911,9.19889502762431,11.138592750533,22.277185501066,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,12,2,2,0,0,0,9,168,46,25250,6900,0,2, ,1,3,1,3,1, ,1,1,2,2500,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,0,0,2,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1, , , , ,1,0,0,0,0,0,0,0,0,0,0
