no,w1,w2,w3,t1,t2,t3,s1,s1b_1,s1b_2,s1b_3,s1b_4,s1b_5,s1b_6,s1b_7,s1b_8,s1b_9,s2,s2a_1,s2a_2,s2a_3,s2a_4,s2a_5,s2a_6,s2a_7,s2a_8,s2a_9,s2a_10,s2a_11,s2a_12,s2a_13,s2b,s2bb_1,s2bb_2,s2bb_3,s2bb_4,s2bb_5,s2bb_6,s2bb_7,s2bb_8,s2bb_9,s2bb_10,s2bb_11,s3,s3a,s4,s4b_1,s4b_2,s4b_3,s4b_4,s4b_5,s4b_6,s4b_7,s4b_8,s4b_9,s4b_10,s4b_11,s4b_12,s5,s5a,s5b,s5c_1,s5c_2,s5c_3,s5c_4,s5c_5,s5c_6,s5c_7,s5c_8,s5d,s6,s6a_2_1,s6a_3_1,s6a_4_1,s6a_5_1,s6b,s6s6b,s7a_1_0,s7a_1_1,s7a_2_1,s7a_3_1,s7c,s7b_1_1,s7b_2_1,s7b_1_0,n8,n8a0,n8a,n8b0,n8b,n8c0,n8c,n9,n9a,n10,n11,n11a1,n11b1,n11a2,n11b2,n11a3,n11b3,n12_1,n12_2,n12_3,n12_4,n12_5,n12_6,n13,n14,n14b_1,n14b_2,n14b_3,n14b_4,n15,n15b_1,n15b_2,n15b_3,n15b_4,n15b_5,n15b_6,n15b_7,n16,n16a,n16b_1,n16b_2,n16b_3,n16b_4,n16b_5,n17a_1,n17a_2,n17b_1,n17b_2,n17c_1,n17c_2,n17d_1,n17d_2,n17e_1,n17e_2,n17f_1,n17f_2,n17g_1,n17g_2,n17h_1,n17h_2,n18a,n18b,n18c,n18d,n18e,n18f,n19,n19a,n20_1,n20_2,n20_3,n21,n21a_1,n21a_2,n21a_3,n21a_4,n21a_5,n21a_6,n21a_7,n21a_8,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8
A3314388,7.46478873239437,8.58152173913044,25.7445652173913,1,33,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,3,0,3,0,0,10,13,23800,23800,0,0,9,168,0,168,2,1, ,2,3,1, ,1, ,1,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,1,1,0,1,0,1,1,0,0,0,0,1,2,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,3,3,3,4,3,3,2, ,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
A3314389,7.46478873239437,8.58152173913044,17.1630434782609,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,2,1,1,0,0,6,8,36800,23800,10000,3000,9,168,63,231,2,2,4,2,6,1, ,1, ,1,1,2,1250, , , , ,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,3,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,3,1,2,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
A3314390,7.46478873239437,8.58152173913044,25.7445652173913,1,33,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,3,3,0,0,0,16,19,23800,23800,0,0,9,168,0,168,2,1, ,2,4,1, ,1, ,1,1,2,2000, , , , ,0,1,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,1,0,0,2, ,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,2,3,3,3,3,3,2, ,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
A3314391,7.46478873239437,8.58152173913044,17.1630434782609,1,33,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,2, , , , , , , , , , , ,2,2,0,0,0,12,14,23800,23800,0,0,9,168,0,168,1,1, ,1, ,1, ,2,1,1,1,2,1800, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
A3314393,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,0,1,0,0,0,0,2, , , , , , , , , , , ,1,1,0,0,0,5,6,24279,23800,479,0,9,168,3,171,2,1, ,2,3,1, ,1, ,1,1,2,2200, , , , ,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,2,3,3,3,2,2,1,1,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
A3314395,7.46478873239437,8.58152173913044,17.1630434782609,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,1,1,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,2,0,2,0,0,9,11,26100,23800,1800,500,9,168,12,180,2,2,2,2,6,1, ,1, ,1,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,1,1,0,1,0,1,0,0,1,0,0,2, ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2, ,1,0,0,2,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0
A3314397,7.46478873239437,8.58152173913044,25.7445652173913,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,3,3,0,0,0,6,9,23800,23800,0,0,9,168,0,168,1,1, ,1, ,1, ,1, ,1,1,1, , , , , ,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,2,3,3,3,3,2, ,1,0,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
A3314398,7.46478873239437,8.58152173913044,25.7445652173913,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0, ,3,0,3,0,0,6,9,25186,23800,1386,0,9,168,10.5,178.5,2,2,2,2,2,1, ,1, ,1,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,3,1,1,1,1,0,2,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0
A3314399,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,1,0,0,1,0,0,2, , , , , , , , , , , ,1,0,1,0,0,6,7,23800,23800,0,0,9,168,0,168,2,1, ,2,3,1, ,1, ,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,2,2,2, ,1,0,0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
A3314400,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,1,1,0,0,0,3,4,23800,23800,0,0,9,168,0,168,2,1, ,2,3,1, ,1, ,1,1,1, , , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,2,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
A3314402,7.46478873239437,8.58152173913044,25.7445652173913,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,3,3,0,0,0,10,13,26880,23800,3080,0,9,168,21,189,2,1, ,2,5,1, ,1, ,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,3,3,3,2,3,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
A3314403,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,1,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,1,0,1,0,0,5,6,23800,23800,0,0,9,168,0,168,2,1, ,2,2,1, ,1, ,1,2, , ,1, , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,3,3,3,3,3,3,2, ,1,0,0,2,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0
A3314408,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,2, , , , , , , , , , , ,1,0,1,0,0,9,10,23800,23800,0,0,9,168,0,168,2,2,3,2,3,2,3,1, ,2,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,2,2,2,2,2,2,2, ,0,0,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
A3314409,7.46478873239437,8.58152173913044,51.4891304347826,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,6,6,0,0,0,23,29,25000,23800,0,1200,9,168,0,168,2,2,3,2,6,1, ,1, ,1,1,2,2200, , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,2, ,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,3,3,3,3,3,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A3314410,7.46478873239437,8.58152173913044,42.9076086956522,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,5,5,0,0,0,12,17,23800,23800,0,0,9,168,0,168,2,2,3,1, ,1, ,1, ,1,2, , ,2,1000, , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,2,2, ,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A3314411,7.46478873239437,8.58152173913044,42.9076086956522,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,5,0,5,0,0,23,28,23800,23800,0,0,10,160,0,160,2,1, ,2,2,2,2,1, ,1,1,2,1600, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,3,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,2,2,3,2,2,2, ,0,0,1,2,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0
A3314412,7.46478873239437,8.58152173913044,42.9076086956522,1,33,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,0,1,1,0,1,0,0,2, , , , , , , , , , , ,5,5,0,0,0,15,20,23800,23800,0,0,9,168,0,168,2,1, ,2,3,1, ,2,1,1,2, , ,1, , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,3,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,3,3,3,3,3,3,2, ,0,0,1,2,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
A3314413,7.46478873239437,8.58152173913044,17.1630434782609,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,2,2,0,0,0,16,18,23800,23800,0,0,9,168,0,168,2,1, ,2,1,1, ,2,1,1,3, , , , ,2,1000,0,0,0,0,0,0, ,1,1,1,0,0,1,0,0,0,0,1,0,0,2, ,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,3,3,3,3,3,3,2, ,1,0,0,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
A3314414,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,1,0,1,0,0,5,6,25750,23800,1950,0,9,168,13,181,2,1, ,2,4,1, ,1, ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,2,2,3,3,3,2,2, ,0,0,1,2,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
A3318897,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,2,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,1, ,1,0,0,1,1,0,0,0,0,0,1,0,0,2, , , , , , , , , , , ,1,1,0,0,0,14,15,24400,23800,0,600,9,168,0,168,2,1, ,2,4,1, ,2,1,1,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,3,3,3,4,2,3,1,2,1,0,0,2,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0
A3318900,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,1,1,0,0,0,9,10,25009,23800,1209,0,9,168,8,176,1,1, ,1, ,1, ,2,1,1,2, , ,2,4000, , ,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,2,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,2, ,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
A3318901,7.46478873239437,8.58152173913044,42.9076086956522,1,33,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , , , ,5,5,0,0,0,17,22,26200,24000,1200,1000,9,168,8,176,2,2,3,2,6,1, ,1, ,1,1,2,2200, , , , ,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
A3318902,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,1,1,0,0,0,3,4,23800,23800,0,0,9,168,0,168,1,1, ,1, ,1, ,2,1,1,1,1, , , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,2, ,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,2,3,3,3,2,2,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A3318905,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,1,0,1,0,0,4,5,23800,23800,0,0,9,168,0,168,2,1, ,2,2,1, ,1, ,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,2,2,2,2,2,2,2, ,0,0,1,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
A3318907,7.46478873239437,8.58152173913044,25.7445652173913,1,33,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,1, ,1,1,0,1,0,0,0,0,1,0,0,0,0,2, , , , , , , , , , , ,3,0,0,3,0,15,18,23800,23800,0,0,9,168,0,168,1,1, ,1, ,1, ,2,1,1,1,2,2500, , , , ,0,1,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,1,0,0,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
A3318911,7.46478873239437,8.58152173913044,25.7445652173913,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,3,3,0,0,0,17,20,26800,23800,3000,0,9,168,19,187,2,1, ,2,2,1, ,1, ,1,1,2,2000, , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,3,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A3318913,7.46478873239437,8.58152173913044,17.1630434782609,1,33,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,2,2,0,0,0,16,18,23800,23800,0,0,9,168,0,168,2,2,3,2,3,1, ,2,1,1,2, , ,2,1600, , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,3,3,3,3,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
A3318914,7.46478873239437,8.58152173913044,42.9076086956522,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1,0,0,0,0,0,0, ,5,5,0,0,0,9,14,23800,23800,0,0,9,168,0,168,1,1, ,1, ,1, ,2,1,1,1,1, , , , , ,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,2,2,2,3,2,2,2, ,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
A3318915,7.46478873239437,8.58152173913044,34.3260869565218,1,33,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1, , , , , , , , , ,4,4,0,0,0,13,17,25718,23800,1918,0,10,160,12,172,1,1, ,1, ,1, ,2,1,1,1,2,1500, , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2, ,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
A3318916,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,1,0,1,0,0,7,8,23800,23800,0,0,9,168,0,168,2,1, ,2,4,2,2,2,1,1,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,1,1,0,1,0,0,0,0,1,0,0,1,2,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,2,3,2,2,2,2,2, ,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
A3318917,7.46478873239437,8.58152173913044,25.7445652173913,1,33,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2, , , , , , , , , , , ,3,3,0,0,0,19,22,24800,23800,0,1000,9,168,0,168,2,1, ,2,4,1, ,2,1,1,1,2,1500, , , , ,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,3,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,2,2,2,3,2,2,1,1,1,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
A3318918,7.46478873239437,8.58152173913044,42.9076086956522,1,33,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,1,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,5,5,0,0,0,23,28,31152,23800,7352,0,9,168,46,214,2,2,6,1, ,2,6,2,2,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,2,2,2,3,2,2,1,2,1,0,0,2,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0
A3318920,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,1,1,0,0,0,5,6,23960,23800,160,0,9,176,1,177,2,1, ,2,3,1, ,1, ,1,2, , ,1, , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,2, ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,3,2,1,2,2, ,1,0,0,2,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
A3318921,7.46478873239437,8.58152173913044,17.1630434782609,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,0,0,0,1,0,0,2, , , , , , , , , , , ,2,2,0,0,0,16,18,43800,23800,20000,0,9,168,133,301,1,1, ,1, ,1, ,2,1,1,1,2,2500, , , , ,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,2,3,3,1,2,1,1,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
A3318924,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,0,0,0,0,1,0,2, , , , , , , , , , , ,1,1,0,0,0,5,6,23800,23800,0,0,9,168,0,168,2,1, ,2,3,2,3,1, ,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2, ,1,1,0,2,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0
A3318925,7.46478873239437,8.58152173913044,8.58152173913044,1,33,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2, , , , , , , , , , , ,1,1,0,0,0,4,5,26800,23800,3000,0,8,176,19,195,2,1, ,2,3,1, ,1, ,1,1,1, , , , , ,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,3,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,1,2,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0
